Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Top Speed,Volume
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,819999.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,18.6,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,819999.0,16.46,80.0,250,16556244138.0
2025.0,Zero Dep,6.0,6900,1,1493,Automatic,FWD,18.1,Standard,114.0,4000.0,250.0,2750.0,4.0,Other,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,149.0,2760.0,Unknown,300000.0,18.1,50.0,Unknown,14035680000.0
2024.0,Unknown,6.0,16000,1,2993,Automatic,4WD,16.0,Standard,335.25,4400.0,700.0,2250.0,4.0,Direct Injection,No,Automatic,8.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,188.0,2651.0,Unknown,275000.0,14.31,37.0,245,21086825430.0
2023.0,Comprehensive,5.0,12000,1,2997,Automatic,AWD,17.0,Standard,345.98,4000.0,700.0,3000.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Drum,180.0,3095.0,3220.0,990000.0,27.39,86.0,234,19884799480.0
2017.0,Unknown,7.0,74000,1,2987,Automatic,AWD,16.11,V-Type,258.0,3400.0,620.0,2400.0,4.0,CRDi,Yes,Automatic,9.0,BS IV,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Solid Disc,172.0,3075.0,3250.0,,11.0,100.0,222,20319160500.0
2023.0,Comprehensive,5.0,16000,1,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,4295000.0,19.1,50.0,Unknown,12924765000.0
2018.0,Unknown,5.0,58000,1,2143,Automatic,AWD,17.9,Standard,201.15,3800.0,500.0,1800.0,4.0,CRDi,Yes,Automatic,9.0,BS IV,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,200.0,2915.0,2950.0,779000.0,17.9,93.0,212,18530192284.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,18.4,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,3395000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,100000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,650000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,19.4,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,110000.0,17.9,56.0,220,11781794320.0
2019.0,Unknown,5.0,48191,2,1968,Automatic,FWD,18.53,Standard,187.74,4200.0,400.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS V,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,165.0,2912.0,2240.0,,18.53,75.0,232,13450663110.0
2023.0,Comprehensive,5.0,12422,1,1493,Automatic,2WD,18.6,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,160.0,2500.0,Unknown,2275000.0,27.39,45.0,160,11742024100.0
2021.0,Unknown,5.0,54344,1,1950,Automatic,AWD,17.0,V-Type,241.38,4200.0,500.0,4000.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,200.0,2995.0,2910.0,1150000.0,27.39,93.0,225,18820532496.0
2023.0,Comprehensive,5.0,25605,1,1993,Automatic,AWD,20.0,Turbocharged,265.52,4200.0,550.0,2200.0,4.0,CRDi,Yes,Automatic,9.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Solid Disc,165.0,2500.0,Unknown,875000.0,27.39,93.0,230,19064817060.0
2023.0,Zero Dep,5.0,16000,1,1995,Automatic,4WD,23.84,Turbocharged,187.74,5200.0,400.0,2500.0,4.0,EFI,Twin,Automatic,8.0,BS VI 2.0,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,170.0,3095.0,Unknown,7900000.0,16.55,65.0,231,16870119904.0
2023.0,Zero Dep,6.0,20000,1,1493,Automatic,2WD,23.84,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2780.0,Unknown,441000.0,27.39,45.0,Unknown,13957776000.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,18.3,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,1650000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,100000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,650000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,19.81,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,110000.0,17.9,56.0,220,11781794320.0
2025.0,Unknown,5.0,1467,1,2925,Automatic,AWD,18.0,Standard,281.61,4600.0,600.0,3200.0,4.0,Direct Injection,No,Automatic,9.0,BS VI 2.0,Standard/Other,Standard/Other,Electric,Tilt and Telescopic,Solid Disc,Drum,165.0,2850.0,Unknown,395000.0,27.39,76.0,250,16765215003.0
2021.0,Comprehensive,5.0,65000,1,1950,Automatic,AWD,21.4,V-Type,241.38,4200.0,500.0,4000.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,200.0,2995.0,2910.0,1350000.0,27.39,93.0,225,18820532496.0
2023.0,Zero Dep,5.0,11000,1,1950,Automatic,2WD,18.4,Turbocharged,187.74,3800.0,400.0,2600.0,4.0,MPFi,Yes,Automatic,8.0,BS VI 2.0,Standard/Other,Standard/Other,Power,Fixed,Solid Disc,Solid Disc,165.0,2729.0,Unknown,6300000.0,27.39,50.0,222,14351110200.0
2017.0,Comprehensive,7.0,91000,1,2179,Automatic,AWD,18.9,Standard,153.86,4000.0,400.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,Double Wishbone,Leaf Spring/Rigid Axle,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2850.0,Unknown,,17.6,60.0,Unknown,16238502000.0
2018.0,Comprehensive,5.0,35501,1,1956,Manual,2WD,17.1,Standard,170.0,3750.0,350.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,178.0,2636.0,Unknown,585000.0,17.1,60.0,Unknown,13103780400.0
2018.0,Unknown,5.0,49000,1,1497,Automatic,FWD,21.5,Turbocharged,108.5,3750.0,260.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,163.0,2498.0,Unknown,875000.0,21.5,44.0,154,11623646338.0
2022.0,Unknown,6.0,34000,1,1996,Automatic,4WD,10.0,Turbocharged,212.55,4000.0,478.5,2400.0,4.0,MPFi,Twin,Automatic,8.0,BS VI 2.0,Multi-Link,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2950.0,Unknown,745000.0,27.39,75.0,Unknown,17925272370.0
2021.0,Comprehensive,5.0,56000,1,1950,Automatic,AWD,20.51,V-Type,241.38,4200.0,500.0,4000.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,200.0,2995.0,2910.0,2991000.0,27.39,93.0,225,18820532496.0
2023.0,Zero Dep,5.0,32467,1,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2610.0,Unknown,495000.0,19.1,50.0,Unknown,12924765000.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,819999.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,16.11,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,819999.0,16.46,80.0,250,16556244138.0
2024.0,Unknown,5.0,10000,1,2998,Automatic,AWD,20.51,Standard,345.98,4000.0,700.0,3000.0,4.0,MPFi,Yes,Automatic,8.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2750.0,3220.0,405999.0,27.39,86.0,234,19884799480.0
2023.0,Unknown,7.0,31500,1,2925,Automatic,AWD,20.25,Standard,325.86,4200.0,700.0,3200.0,4.0,MPFi,No,Automatic,9.0,BS VI 2.0,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,210.0,3135.0,3250.0,,27.39,37.0,238,20475022677.0
2022.0,Comprehensive,5.0,30000,1,1493,Automatic,FWD,18.0,Standard,113.43,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,226.0,2610.0,Unknown,395000.0,18.0,50.0,Unknown,12776715000.0
2024.0,Comprehensive,7.0,9157,1,1956,Automatic,FWD,14.1,Standard,167.62,3750.0,350.0,2500.0,4.0,MPFi,Yes,Automatic,6.0,BS VI 2.0,Double Wishbone,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2741.0,Unknown,185000.0,14.1,50.0,175,16104553320.0
2025.0,Comprehensive,5.0,11000,1,1993,Automatic,RWD,17.69,Standard,197.13,3600.0,440.0,2800.0,4.0,Other,Yes,Automatic,9.0,BS VI 2.0,Multi-Link,Multi-Link,Power,Fixed,Solid Disc,Drum,170.0,2636.0,Unknown,259000.0,23.0,66.0,245,12425480340.0
2022.0,Unknown,5.0,30000,1,1956,Manual,FWD,13.0,Turbocharged,167.68,3750.0,350.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,192.0,2750.0,Unknown,5495000.0,27.39,60.0,Unknown,15033788000.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,819999.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,19.81,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,819999.0,16.46,80.0,250,16556244138.0
2019.0,Unknown,7.0,49000,1,1493,Manual,RWD,18.49,Standard,100.0,3750.0,240.0,2800.0,2.0,CRDi,Yes,Manual,5.0,BS IV,Independent,Multi-Link,Power,Tilt Only,Solid Disc,Drum,184.0,2680.0,2225.0,521000.0,18.49,60.0,156,13029752425.0
2023.0,Unknown,5.0,30800,1,1493,Automatic,2WD,13.0,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,175.0,2500.0,Unknown,405000.0,27.39,45.0,160,11742024100.0
2022.0,Unknown,5.0,55000,1,1950,Automatic,RWD,21.5,In-Line,191.76,3800.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Multi-Link,Electric,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,165.0,3079.0,Unknown,296000.0,16.1,80.0,240,15667413125.0
2016.0,Unknown,5.0,160000,2,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,819999.0,25.2,42.0,155,10193472000.0
2014.0,Unknown,5.0,90000,2,2993,Automatic,RWD,18.4,Standard,258.0,4000.0,560.0,1500.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,152.0,3210.0,Unknown,819999.0,16.46,80.0,250,16556244138.0
2018.0,Comprehensive,5.0,35000,1,1956,Manual,2WD,17.1,Standard,170.0,3750.0,350.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,178.0,2636.0,Unknown,300000.0,17.1,60.0,Unknown,13103780400.0
2024.0,Comprehensive,7.0,10000,1,1498,Automatic,FWD,18.1,Standard,113.42,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2760.0,Unknown,875000.0,18.1,37.0,Unknown,13492125000.0
2022.0,Unknown,7.0,45000,1,2925,Automatic,AWD,31.79,Standard,325.86,4200.0,700.0,3200.0,4.0,EFI,No,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,170.0,3135.0,3250.0,313000.0,27.39,37.0,238,20475022677.0
2022.0,Unknown,5.0,14663,1,1956,Manual,FWD,13.0,Turbocharged,167.68,3750.0,350.0,2500.0,4.0,MPFi,Yes,Manual,6.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,192.0,2750.0,Unknown,9945000.0,27.39,60.0,Unknown,15033788000.0
2021.0,Unknown,5.0,34500,1,1995,Automatic,FWD,19.62,Turbocharged,187.74,6000.0,400.0,2500.0,4.0,CRDi,Twin,Automatic,8.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,180.0,2670.0,Unknown,6275000.0,19.62,51.0,222,14638990360.0
2019.0,Unknown,5.0,50000,2,1950,Automatic,RWD,19.0,Standard,241.3,4200.0,500.0,2400.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,Standard/Other,Standard/Other,Power,Power Adjustable,Ventilated Disc,Ventilated Disc,160.0,2939.0,2445.0,243000.0,19.0,66.0,250,13528204200.0
2017.0,Comprehensive,5.0,59000,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2520.0,1430.0,1695000.0,27.39,37.0,170,10526625250.0
2017.0,Unknown,7.0,94000,2,3198,Automatic,4WD,10.91,Standard,197.0,3000.0,470.0,2500.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,225.0,2850.0,Unknown,199000.0,10.91,80.0,160,16715083440.0
2022.0,Zero Dep,5.0,33000,1,1950,Automatic,RWD,22.35,In-Line,191.76,3800.0,400.0,2800.0,4.0,CRDi,Yes,Automatic,9.0,BS VI,Standard/Other,Multi-Link,Electric,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,200.0,3079.0,Unknown,819999.0,16.1,80.0,240,15667413125.0
2021.0,Comprehensive,7.0,34000,1,2925,Automatic,AWD,9.0,Standard,325.86,4200.0,700.0,3200.0,4.0,MPFi,Yes,Automatic,9.0,BS VI,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,165.0,3135.0,3250.0,650000.0,27.39,37.0,238,20475022677.0
2016.0,Comprehensive,5.0,80000,2,2993,Automatic,4WD,17.8,Standard,258.0,4000.0,560.0,3000.0,4.0,CRDi,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Ventilated Disc,Ventilated Disc,209.0,2933.0,Unknown,349000.0,15.97,85.0,230,16684497816.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,21.1,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,2399000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,100000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,650000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,27.39,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,110000.0,17.9,56.0,220,11781794320.0
2021.0,Comprehensive,5.0,8499,1,1248,Manual,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1430.0,894999.0,27.39,37.0,170,10526625250.0
2016.0,Unknown,8.0,120000,1,2393,Manual,RWD,19.0,V-Type,147.8,3400.0,343.0,2800.0,4.0,Direct Injection,Yes,Manual,5.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,178.0,2750.0,2460.0,1050000.0,13.68,55.0,Unknown,15553764750.0
2013.0,Unknown,5.0,100000,2,1968,Automatic,FWD,17.0,Standard,174.33,4200.0,380.0,2500.0,4.0,CRDi,Yes,Automatic,8.0,BS V,Standard/Other,Standard/Other,Power,Tilt Only,Ventilated Disc,Ventilated Disc,165.0,2912.0,2165.0,342000.0,17.68,65.0,222,14917663950.0
2018.0,Comprehensive,5.0,65000,2,2967,Automatic,AWD,18.6,V-Type,245.0,4400.0,550.0,2750.0,4.0,Direct Injection,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,215.0,2895.0,2870.0,674000.0,16.12,85.0,221,16050605725.0
2025.0,Unknown,5.0,2000,1,2993,Automatic,FWD,17.42,In-Line,261.49,4000.0,620.0,2500.0,4.0,Direct Injection,Yes,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Electric,Fixed,Ventilated Disc,Ventilated Disc,205.0,2975.0,Unknown,463000.0,17.42,37.0,Unknown,15795352986.0
2017.0,Comprehensive,5.0,50247,1,1248,Manual,FWD,24.3,Standard Brand Engine,88.5,4000.0,200.0,1750.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,198.0,2500.0,1680.0,7590000.0,24.3,48.0,172,11727722000.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,17.01,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,1000000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,100000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,650000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,23.84,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,110000.0,17.9,56.0,220,11781794320.0
2019.0,Third Party,5.0,43000,1,1582,Automatic,FWD,17.6,V-Type,126.2,4000.0,259.87,3000.0,4.0,CRDi,Yes,Automatic,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2590.0,Unknown,8490000.0,17.6,55.0,Unknown,12654999000.0
2024.0,Zero Dep,5.0,20700,1,1493,Automatic,2WD,19.1,Standard,114.41,4000.0,250.0,2750.0,4.0,CRDi,Yes,Automatic,6.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,1689999.0,19.1,50.0,Unknown,12924765000.0
2022.0,Zero Dep,7.0,8383,3,2993,Automatic,AWD,13.38,Turbocharged,261.5,4000.0,620.0,2500.0,4.0,CRDi,Twin,Automatic,8.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,3105.0,Unknown,1425000.0,13.38,80.0,Unknown,18591500000.0
2015.0,Unknown,7.0,150000,3,2494,Manual,RWD,16.02,V-Type,100.6,3600.0,200.0,3600.0,4.0,CRDi,Yes,Manual,5.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,176.0,2750.0,2300.0,347000.0,12.99,55.0,155,14202496000.0
2019.0,Comprehensive,5.0,59000,2,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,700000.0,20.0,42.0,175,11836254165.0
2013.0,Unknown,5.0,120000,1,1995,Automatic,RWD,19.1,Standard,184.0,4000.0,380.0,2750.0,4.0,CRDi,Yes,Automatic,8.0,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,157.0,2810.0,Unknown,625000.0,18.88,60.0,235,13420230576.0
2016.0,Unknown,7.0,100000,2,2179,Manual,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,Direct Injection,Yes,Manual,6.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,200.0,2700.0,2510.0,100000.0,16.0,70.0,185,15468185250.0
2019.0,Unknown,5.0,80000,1,1497,Manual,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,CRDi,Yes,Manual,6.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,650000.0,20.0,42.0,175,11836254165.0
2018.0,Zero Dep,5.0,122000,2,2143,Automatic,FWD,19.81,Standard,136.0,4400.0,300.0,3000.0,4.0,CRDi,Yes,Automatic,7.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,160.0,2699.0,2005.0,110000.0,17.9,56.0,220,11781794320.0
2014.0,Unknown,5.0,54438,1,1248,Manual,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,163.0,2450.0,1405.0,2595000.0,25.2,42.0,155,10193472000.0
2015.0,Comprehensive,5.0,20000,1,1248,Manual,FWD,23.0,Standard,88.7,4000.0,200.0,3000.0,4.0,CRDi,Yes,Manual,5.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2470.0,Unknown,434999.0,23.0,44.0,158,10700287900.0
