Registration Year,Insurance,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Top Speed,Volume
2023.0,Comprehensive,5.0,19189,1,1999,Automatic,FWD,13.0,Standard,197.0,5000.0,380.0,3000.0,4.0,MPFi,Yes,Automatic,6.0,13.0,60.0,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt Only,Ventilated Disc,Solid Disc,160.0,2750.0,Unknown,935000.0,Unknown,15573080250.0
2014.0,Third Party,5.0,115000,2,1197,Manual,FWD,19.1,V-Type,82.0,6000.0,114.0,4000.0,4.0,Direct Injection,No,Manual,5.0,19.1,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,1827000.0,172,10080184000.0
2016.0,Comprehensive,5.0,62000,2,1197,Automatic,FWD,21.4,V-Type,83.1,6000.0,115.0,4000.0,4.0,MPFi,No,Automatic,6.0,21.4,37.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2520.0,1360.0,250000.0,180,10526625250.0
2016.0,Comprehensive,5.0,31000,2,1991,Automatic,AWD,20.73,Standard,183.0,5500.0,300.0,1400.0,4.0,Direct Injection,Yes,Automatic,7.0,13.7,50.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,183.0,2699.0,1940.0,4131000.0,225,13343173956.0
2017.0,Comprehensive,5.0,68354,1,1999,Automatic,2WD,12.95,Standard Brand Engine,152.88,6200.0,192.21,4000.0,4.0,MPFi,No,Automatic,6.0,12.95,62.0,BS IV,MacPherson Strut,Multi-Link,Power,Tilt and Telescopic,Solid Disc,Solid Disc,195.0,2670.0,Unknown,300000.0,Unknown,13742725000.0
2017.0,Comprehensive,5.0,41540,1,998,Automatic,FWD,23.1,Standard,67.04,6000.0,90.0,3500.0,4.0,MPFi,No,Automatic,5.0,23.1,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2425.0,1250.0,935000.0,150,9222720000.0
2018.0,Unknown,5.0,80000,1,1395,Automatic,FWD,19.0,Standard,147.51,6000.0,250.0,3500.0,4.0,MPFi,Yes,Automatic,6.0,16.9,64.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2603.0,2005.0,375000.0,204,12919360224.0
2016.0,Comprehensive,5.0,31740,1,1197,Manual,FWD,18.9,V-Type,81.86,6000.0,113.75,4000.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,1500000.0,165,9499848000.0
2012.0,Comprehensive,5.0,32077,1,998,Manual,FWD,18.9,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,18.9,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,381000.0,Unknown,9136692500.0
2012.0,Comprehensive,5.0,70000,1,1197,Automatic,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,199000.0,Unknown,8863016250.0
2019.0,Unknown,5.0,23700,2,1197,Manual,FWD,18.6,V-Type,81.86,6000.0,117.0,4000.0,4.0,MPFi,No,Manual,5.0,18.6,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,170.0,2570.0,Unknown,520000.0,170,10399534950.0
2023.0,Unknown,7.0,60000,1,1197,Manual,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,CRDi,No,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2350.0,Unknown,715000.0,146,9892640625.0
2019.0,Unknown,5.0,120000,1,1197,Automatic,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,Yes,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2435.0,1340.0,540000.0,Unknown,9917842500.0
2013.0,Third Party,7.0,152000,2,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,380000.0,145,9757125000.0
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,260000.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,200000.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,Yes,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,180.0,2350.0,Unknown,150000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,559000.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,300000.0,155,9687002000.0
2021.0,Unknown,5.0,48474,1,1451,Automatic,FWD,8.61,Turbocharged,141.0,5000.0,250.0,3600.0,4.0,CRDi,Yes,Automatic,6.0,17.0,60.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,192.0,2750.0,Unknown,,Unknown,15033788000.0
2025.0,Comprehensive,5.0,9000,1,1451,Automatic,FWD,12.34,Turbocharged,141.04,5000.0,250.0,3600.0,4.0,EFI,Yes,Automatic,6.0,17.0,60.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,182.0,2750.0,Unknown,1089000.0,Unknown,15175890400.0
2023.0,Comprehensive,5.0,20000,1,1498,Automatic,2WD,14.82,Standard,108.49,6000.0,144.0,4400.0,4.0,MPFi,No,Automatic,6.0,14.82,48.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Solid Disc,170.0,2585.0,Unknown,2885000.0,164,12903506550.0
2023.0,Comprehensive,7.0,11317,1,1451,Automatic,FWD,12.34,Turbocharged,141.04,5000.0,250.0,3600.0,4.0,MPFi,Yes,Automatic,6.0,12.34,60.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,210.0,2750.0,Unknown,1745000.0,195,15175890400.0
2022.0,Comprehensive,5.0,30000,1,1498,Automatic,FWD,26.5,In-Line,96.55,6400.0,127.0,5000.0,4.0,MPFi,No,Automatic,5.0,26.5,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Solid Disc,165.0,2600.0,1655.0,1191000.0,Unknown,11840009828.0
2013.0,Comprehensive,4.0,12100,1,1598,Automatic,FWD,13.6,Standard,181.0,5500.0,240.0,5000.0,2.0,MPFi,Yes,Automatic,6.0,13.6,50.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2467.0,1615.0,285000.0,223,8794681434.0
2015.0,Unknown,5.0,58000,1,1197,Automatic,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,MPFi,No,Automatic,4.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,1249000.0,163,9499848000.0
2017.0,Comprehensive,5.0,46496,1,1498,Automatic,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,MPFi,Yes,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,165.0,2600.0,1482.0,399000.0,Unknown,11905079128.0
2017.0,Unknown,5.0,40000,1,1798,Manual,FWD,14.12,Standard,177.46,6200.0,320.0,3900.0,4.0,Direct Injection,Yes,Manual,6.0,14.12,66.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Solid Disc,164.0,2841.0,2010.0,2795000.0,Unknown,13437320632.0
2021.0,Comprehensive,5.0,39000,1,1451,Automatic,FWD,9.0,Turbocharged,141.0,5000.0,250.0,3600.0,4.0,CRDi,Yes,Automatic,8.0,17.0,60.0,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,192.0,2750.0,Unknown,1000000.0,Unknown,15033788000.0
2021.0,Comprehensive,5.0,35809,1,1197,Manual,FWD,16.0,Standard,81.8,6000.0,113.8,4000.0,4.0,MPFi,No,Manual,5.0,17.0,45.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,178.0,2500.0,Unknown,1225000.0,Unknown,11434049550.0
2015.0,Third Party,5.0,24958,1,998,Automatic,FWD,20.51,Standard,67.0,6000.0,90.0,3500.0,4.0,MPFi,No,Automatic,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,165.0,2400.0,1350.0,768000.0,152,9146858500.0
2017.0,Third Party,5.0,140000,1,1197,Manual,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,165.0,2425.0,Unknown,1150000.0,165,9499848000.0
2007.0,Third Party,5.0,59500,3,998,Manual,FWD,18.9,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,18.9,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,165.0,2400.0,1350.0,265000.0,Unknown,9136692500.0
2011.0,Unknown,5.0,70000,3,998,Manual,FWD,20.92,Standard,67.1,6200.0,90.0,3500.0,4.0,MPFi,No,Manual,5.0,20.92,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Ventilated Disc,Drum,160.0,2360.0,1185.0,530000.0,Unknown,7795670000.0
2011.0,Unknown,5.0,100000,2,1086,Manual,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,1250000.0,165,8863016250.0
2014.0,Third Party,5.0,70495,1,1497,Automatic,FWD,18.0,V-Type,117.3,6600.0,145.0,4600.0,4.0,MPFi,No,Automatic,5.0,18.0,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2600.0,Unknown,1000000.0,195,11251071000.0
2020.0,Unknown,5.0,16425,1,1198,Automatic,FWD,17.0,Turbocharged,108.5,5000.0,170.0,4000.0,4.0,MPFi,Yes,Automatic,6.0,17.0,44.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2498.0,Unknown,424000.0,154,11623646338.0
2019.0,Comprehensive,5.0,41381,3,1197,Manual,FWD,18.6,V-Type,81.86,6000.0,117.0,4000.0,4.0,MPFi,No,Manual,5.0,18.6,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,170.0,2570.0,Unknown,1275000.0,170,10399534950.0
2016.0,Comprehensive,5.0,75000,1,2494,Automatic,FWD,19.16,Standard,157.7,5700.0,213.0,4500.0,4.0,EFI,No,Automatic,6.0,19.16,65.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Ventilated Disc,Solid Disc,160.0,2775.0,2100.0,2375000.0,200,13099850000.0
2024.0,Zero Dep,5.0,19749,1,1984,Automatic,AWD,10.14,Standard,187.74,6000.0,320.0,4100.0,4.0,MPFi,No,Automatic,7.0,17.0,62.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,170.0,2750.0,2200.0,1125000.0,222,13317559326.0
2022.0,Comprehensive,7.0,42104,1,999,Manual,FWD,20.0,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,Yes,Manual,5.0,20.0,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,3850000.0,140,11400136230.0
2020.0,Zero Dep,5.0,14493,1,1950,Automatic,RWD,25.2,Standard,201.15,6100.0,280.0,4000.0,4.0,MPFi,Yes,Automatic,9.0,11.9,66.0,BS VI,Standard/Other,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,157.0,2840.0,2125.0,819999.0,239,13649568240.0
2021.0,Comprehensive,5.0,40926,1,1462,Automatic,FWD,18.76,Standard,103.26,6000.0,138.0,4400.0,4.0,MPFi,No,Automatic,4.0,18.76,48.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Ventilated Disc,Drum,192.0,2500.0,1600.0,2690000.0,Unknown,11727722000.0
2018.0,Unknown,5.0,38817,2,1368,Automatic,2WD,16.0,Standard,160.0,3750.0,250.0,2500.0,4.0,CRDi,Yes,Automatic,7.0,16.0,60.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,178.0,2636.0,Unknown,849000.0,186,13103780400.0
2022.0,Unknown,5.0,13000,1,1999,Manual,FWD,13.0,Turbocharged,197.13,5000.0,380.0,3000.0,4.0,Direct Injection,Yes,Manual,6.0,17.0,60.0,BS VI,MacPherson Strut,Multi-Link,Power,Tilt Only,Ventilated Disc,Solid Disc,165.0,2750.0,Unknown,875000.0,Unknown,15573080250.0
2014.0,Unknown,5.0,13264,1,1198,Manual,FWD,19.4,V-Type,86.8,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,19.4,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Drum,165.0,2345.0,Unknown,1400000.0,164,9097200000.0
2011.0,Unknown,5.0,34000,1,1197,Manual,FWD,20.36,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Manual,5.0,20.36,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,165.0,2380.0,Unknown,243000.0,Unknown,8863016250.0
2022.0,Comprehensive,5.0,23491,1,1497,Automatic,2WD,17.7,Standard,113.42,6300.0,144.0,4500.0,4.0,MPFi,No,Automatic,6.0,17.7,50.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,165.0,2610.0,Unknown,199000.0,Unknown,12924765000.0
2020.0,Unknown,5.0,50000,1,796,Manual,FWD,22.05,Standard,47.33,6000.0,69.0,3500.0,4.0,MPFi,Yes,Manual,5.0,22.05,35.0,BS VI,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Solid Disc,Drum,192.0,2360.0,1185.0,1329000.0,Unknown,7698283125.0
2014.0,Unknown,5.0,160000,1,1198,Manual,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2405.0,Unknown,290000.0,160,10088316000.0
2013.0,Unknown,5.0,60000,2,1197,Automatic,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,165.0,2380.0,Unknown,360000.0,Unknown,8863016250.0
2011.0,Third Party,5.0,66000,2,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,210000.0,Unknown,11088012000.0
2022.0,Unknown,5.0,60000,1,1199,Manual,FWD,19.33,Standard,86.83,6000.0,113.0,3300.0,4.0,CRDi,No,Manual,5.0,19.33,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,165.0,2501.0,Unknown,260000.0,Unknown,10664731350.0
2019.0,Unknown,5.0,30000,1,1197,Manual,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,180.0,2600.0,Unknown,390000.0,175,11836254165.0
2011.0,Unknown,5.0,100000,1,1497,Manual,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2550.0,Unknown,1250000.0,Unknown,11088012000.0
2018.0,Comprehensive,5.0,5512,1,796,Manual,FWD,24.7,Standard,47.3,6000.0,69.0,3500.0,4.0,MPFi,No,Manual,5.0,24.7,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Solid Disc,Drum,160.0,2360.0,1185.0,300000.0,140,7664763750.0
2016.0,Unknown,5.0,7600,1,1984,Automatic,AWD,10.14,Standard,187.74,6000.0,320.0,4100.0,4.0,EFI,Yes,Automatic,7.0,17.0,62.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Drum,170.0,2651.0,Unknown,309000.0,220,14232946968.0
2023.0,Third Party,4.0,34269,1,1997,Automatic,RWD,8.0,Standard,150.19,5000.0,320.0,3000.0,4.0,MPFi,Yes,Automatic,6.0,17.0,57.0,BS VI 2.0,Double Wishbone,Multi-Link,Hydraulic,Tilt Only,Solid Disc,Drum,226.0,2450.0,Unknown,4700000.0,Unknown,13453758500.0
2019.0,Third Party,5.0,43999,1,1197,Automatic,FWD,21.21,V-Type,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Automatic,5.0,21.21,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,163.0,2450.0,1315.0,1275000.0,Unknown,10500957375.0
2012.0,Comprehensive,5.0,48714,2,1194,Manual,FWD,20.4,V-Type,94.93,6500.0,120.0,4250.0,4.0,Direct Injection,No,Manual,5.0,20.4,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,174.0,2490.0,Unknown,545000.0,157,10241082600.0
2017.0,Unknown,5.0,17000,1,1199,Automatic,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,4.0,MPFi,No,Automatic,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2400.0,Unknown,186000.0,150,9470431170.0
2018.0,Unknown,5.0,50000,1,1368,Automatic,2WD,16.0,Standard,160.77,3750.0,250.0,2500.0,4.0,CRDi,Yes,Automatic,7.0,16.0,60.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,178.0,2636.0,Unknown,445000.0,186,13103780400.0
2021.0,Unknown,5.0,50000,1,1998,Automatic,FWD,14.82,Turbocharged,189.08,6000.0,280.0,4600.0,4.0,MPFi,Twin,Automatic,7.0,14.82,51.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Ventilated Disc,170.0,2670.0,Unknown,978999.0,226,14638990360.0
2019.0,Unknown,5.0,27000,1,1199,Manual,FWD,19.5,V-Type,88.76,6000.0,110.0,4800.0,4.0,MPFi,No,Manual,5.0,19.5,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,170.0,2470.0,Unknown,2250000.0,140,10164059025.0
2017.0,Comprehensive,5.0,89000,2,1497,Automatic,FWD,18.0,V-Type,117.3,6600.0,145.0,4600.0,4.0,MPFi,No,Automatic,5.0,18.0,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2600.0,Unknown,540000.0,195,11251071000.0
2023.0,Unknown,5.0,22000,2,1199,Automatic,FWD,19.6,V-Type,84.82,6000.0,113.0,3300.0,4.0,CRDi,No,Automatic,5.0,19.6,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,170.0,2450.0,Unknown,775000.0,Unknown,10258671852.0
2024.0,Comprehensive,5.0,6500,1,999,Automatic,FWD,18.12,Standard,113.98,5500.0,178.0,4500.0,4.0,MPFi,Yes,Automatic,6.0,18.12,45.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Drum,179.0,2450.0,1660.0,600000.0,190,12042244104.0
2024.0,Unknown,5.0,12800,1,1497,Automatic,FWD,17.7,Standard,113.18,6300.0,143.8,4500.0,4.0,MPFi,No,Automatic,6.0,17.7,50.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,190.0,2610.0,Unknown,1435000.0,Unknown,12672394500.0
2019.0,Comprehensive,5.0,19724,2,1197,Manual,FWD,20.52,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Manual,5.0,20.52,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,160.0,2435.0,1340.0,1845000.0,Unknown,9917842500.0
2019.0,Unknown,5.0,53593,1,998,Automatic,FWD,18.15,In-Line,118.35,6000.0,171.6,4000.0,4.0,Direct Injection,Yes,Automatic,7.0,18.15,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,178.0,2500.0,Unknown,449000.0,Unknown,11349195750.0
2017.0,Comprehensive,5.0,79000,1,1497,Automatic,FWD,18.0,V-Type,117.6,6600.0,145.0,4600.0,4.0,MPFi,No,Automatic,6.0,18.0,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Drum,165.0,2600.0,1482.0,795000.0,178,11251071000.0
2016.0,Comprehensive,5.0,44620,1,1197,Manual,FWD,18.9,V-Type,81.86,6000.0,113.75,4000.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,675000.0,165,9499848000.0
2017.0,Comprehensive,5.0,56646,1,1197,Manual,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2425.0,Unknown,348000.0,165,9499848000.0
2021.0,Comprehensive,5.0,50000,1,1197,Manual,FWD,20.52,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Manual,5.0,20.52,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,165.0,2435.0,1340.0,298000.0,Unknown,9917842500.0
2023.0,Unknown,7.0,60000,1,1197,Manual,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,MPFi,No,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,160.0,2350.0,Unknown,499000.0,146,9892640625.0
2019.0,Unknown,5.0,120000,1,1197,Automatic,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,MPFi,No,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,183.0,2435.0,1340.0,540000.0,Unknown,9917842500.0
2013.0,Third Party,7.0,152000,2,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,380000.0,145,9757125000.0
2012.0,Unknown,7.0,150000,5,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1540.0,260000.0,145,9757125000.0
2011.0,Unknown,8.0,160000,2,796,Manual,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,165.0,1840.0,Unknown,200000.0,126,7792788000.0
2022.0,Unknown,5.0,30000,1,1196,Manual,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,MPFi,Twin,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,165.0,2350.0,Unknown,150000.0,Unknown,9892640625.0
2016.0,Unknown,5.0,150000,1,1196,Manual,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,160.0,2350.0,1510.0,559000.0,145,9757125000.0
2008.0,Unknown,5.0,63750,2,1150,Manual,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,188.0,2480.0,1505.0,300000.0,155,9687002000.0
2022.0,Comprehensive,7.0,19249,1,999,Manual,FWD,20.0,Standard,71.01,6250.0,96.0,3500.0,4.0,MPFi,No,Manual,5.0,20.0,40.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,182.0,2755.0,Unknown,799000.0,140,11400136230.0
