Registration Year,Insurance,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Power,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,No. of Cylinders,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Length,Width,Height,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Top Speed,Super Charge,Battery Capacity,Charging Time DC,Charging Time AC,Motor Type,Battery Type,Charging Port
2016.0,Comprehensive,Diesel,5.0,20648,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,100000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Unknown,Petrol,5.0,32575,1,1199,Manual,88.7 bhp,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,3999.0,1734.0,1601.0,188.0,2555.0,Unknown,650000.0,Not Applicable,Not Applicable,164,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Third Party,Petrol,5.0,56737,1,1197,Manual,88.50 bhp,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,4.0,CRDi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1735.0,1515.0,165.0,2450.0,1335.0,530000.0,Not Applicable,Not Applicable,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,5.0,31062,1,1086,Manual,68.05 bhp,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,4.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,3585.0,1595.0,1550.0,165.0,2380.0,Unknown,110000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Unknown,Petrol,5.0,160000,1,1198,Manual,86.7 bhp,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3990.0,1680.0,1505.0,165.0,2405.0,Unknown,1250000.0,Not Applicable,Not Applicable,160,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Unknown,Petrol,5.0,60000,2,1197,Automatic,78.9 bhp,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,3585.0,1595.0,1550.0,165.0,2380.0,Unknown,155000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Third Party,Petrol,5.0,66000,2,1497,Manual,,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4420.0,1695.0,1480.0,160.0,2550.0,Unknown,474000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Diesel,5.0,160000,2,1248,Manual,74 bhp,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,3840.0,1735.0,1530.0,163.0,2450.0,1405.0,117000.0,25.2,42.0,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Unknown,Petrol,5.0,30000,1,1197,Manual,110 bhp,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,3.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,3995.0,1821.0,1627.0,180.0,2600.0,Unknown,594000.0,Not Applicable,Not Applicable,175,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Unknown,Diesel,5.0,90000,2,2993,Automatic,258 bhp,RWD,16.8,Standard,258.0,4000.0,560.0,1500.0,6.0,4.0,CRDi,Yes,Automatic,8.0,Not Applicable,Not Applicable,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,5219.0,2142.0,1481.0,152.0,3210.0,Unknown,361000.0,16.46,80.0,250,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Unknown,Petrol,5.0,100000,1,1497,Manual,,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4420.0,1695.0,1480.0,160.0,2550.0,Unknown,471000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Third Party,Petrol,5.0,39340,1,1199,Automatic,88.76 bhp,FWD,19.0,V-Type,88.76,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Automatic,6.0,19.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1695.0,1501.0,170.0,2470.0,Unknown,379000.0,Not Applicable,Not Applicable,140,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,5.0,53669,2,814,Manual,55.2 bhp,FWD,21.1,Standard,55.2,5500.0,74.5,4000.0,3.0,3.0,MPFi,No,Manual,5.0,21.1,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,3495.0,1550.0,1500.0,170.0,2380.0,Unknown,548000.0,Not Applicable,Not Applicable,135,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Diesel,5.0,44846,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,243000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Petrol,5.0,54521,3,1197,Automatic,81.86 bhp,FWD,18.9,V-Type,81.86,6000.0,113.75,4000.0,4.0,4.0,MPFi,No,Automatic,4.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3765.0,1660.0,1520.0,165.0,2425.0,Unknown,1666000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Diesel,5.0,16370,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,455000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,39221,1,1591,Manual,121.3 bhp,FWD,17.01,V-Type,121.3,6300.0,154.9,4200.0,4.0,4.0,MPFi,No,Manual,5.0,17.01,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4375.0,1700.0,1475.0,165.0,2570.0,Unknown,518000.0,Not Applicable,Not Applicable,196,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Unknown,Petrol,5.0,44901,1,1462,Manual,103.25 bhp,FWD,21.56,V-Type,103.25,6000.0,138.0,4400.0,4.0,4.0,MPFi,No,Manual,5.0,21.56,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,4490.0,1730.0,1485.0,170.0,2650.0,1520.0,450000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,79584,2,998,Manual,67.04 bhp,FWD,20.51,Standard,67.04,6200.0,90.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,3599.0,1495.0,1700.0,165.0,2400.0,1350.0,775000.0,Not Applicable,Not Applicable,152,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Petrol,5.0,65834,2,1999,Automatic,197.13 bhp,RWD,27.39,Standard,197.13,6000.0,320.0,4500.0,4.0,4.0,MPFi,Yes,Automatic,8.0,13.6,68.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4795.0,2075.0,1416.0,170.0,2835.0,2150.0,717000.0,Not Applicable,Not Applicable,230,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,73026,1,1497,Manual,117.3 bhp,FWD,17.8,V-Type,117.3,6600.0,145.0,4600.0,4.0,4.0,MPFi,No,Manual,5.0,17.8,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4440.0,1695.0,1495.0,165.0,2600.0,Unknown,819999.0,Not Applicable,Not Applicable,195,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Petrol,5.0,17752,1,1199,Manual,83.83 bhp,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,245000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Petrol,5.0,36072,1,1199,Manual,84 bhp,FWD,23.84,V-Type,84.0,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,462000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Petrol,5.0,22327,1,1199,Automatic,88.76 bhp,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1695.0,1501.0,165.0,2470.0,Unknown,430999.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Comprehensive,Petrol,5.0,48898,2,1498,Automatic,119.35 bhp,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,4.0,Direct Injection,No,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,4583.0,1748.0,1489.0,160.0,2600.0,1528.0,248000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Comprehensive,Petrol,5.0,13242,1,1197,Manual,81.83 bhp,FWD,18.6,V-Type,81.83,6000.0,114.7,4000.0,4.0,4.0,MPFi,No,Manual,5.0,18.6,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3985.0,1734.0,1505.0,170.0,2570.0,Unknown,165000.0,Not Applicable,Not Applicable,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Third Party,CNG,5.0,63632,1,796,Manual,47.3 bhp,FWD,33.0,Standard,47.3,6000.0,69.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Solid Disc,Drum,3445.0,1490.0,1475.0,160.0,2360.0,1185.0,360000.0,Not Applicable,Not Applicable,140,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Comprehensive,Diesel,5.0,20648,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,210000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Unknown,Petrol,5.0,32575,1,1199,Manual,88.7 bhp,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,3999.0,1734.0,1601.0,188.0,2555.0,Unknown,260000.0,Not Applicable,Not Applicable,164,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Third Party,Petrol,5.0,56737,1,1197,Manual,88.50 bhp,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,4.0,MPFi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1735.0,1515.0,158.0,2450.0,1335.0,819999.0,Not Applicable,Not Applicable,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,5.0,31062,1,1086,Manual,68.05 bhp,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,4.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,3585.0,1595.0,1550.0,165.0,2380.0,Unknown,390000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Unknown,Diesel,5.0,120000,1,1995,Automatic,184 bhp,RWD,33.0,Standard,184.0,4000.0,380.0,2750.0,4.0,4.0,CRDi,Yes,Automatic,8.0,Not Applicable,Not Applicable,BS IV,Standard/Other,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4624.0,2031.0,1429.0,157.0,2810.0,Unknown,819999.0,18.88,60.0,235,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Third Party,Petrol,5.0,140000,1,1197,Manual,82 bhp,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,3765.0,1660.0,1520.0,165.0,2425.0,Unknown,1250000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2007.0,Third Party,Petrol,5.0,59500,3,998,Manual,67.1 bhp,FWD,18.9,Standard,67.1,6200.0,90.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,18.9,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Collapsible/Fixed,Ventilated Disc,Drum,3595.0,1495.0,1700.0,165.0,2400.0,1350.0,300000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Diesel,7.0,100000,2,2179,Manual,140 bhp,FWD,16.0,Standard,140.0,3750.0,330.0,2800.0,4.0,4.0,Direct Injection,Yes,Manual,6.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4585.0,1890.0,1785.0,200.0,2700.0,2510.0,474000.0,16.0,70.0,185,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Unknown,Diesel,5.0,80000,1,1497,Manual,115 bhp,FWD,20.0,Standard,115.0,3750.0,300.0,2500.0,4.0,4.0,CRDi,Yes,Manual,6.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,3995.0,1821.0,1627.0,180.0,2600.0,Unknown,117000.0,20.0,42.0,175,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Unknown,Petrol,5.0,70000,3,998,Manual,67.1 bhp,FWD,20.92,Standard,67.1,6200.0,90.0,3500.0,3.0,4.0,Direct Injection,No,Manual,5.0,20.92,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Ventilated Disc,Drum,3620.0,1475.0,1460.0,160.0,2360.0,1185.0,594000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Zero Dep,Diesel,5.0,122000,2,2143,Automatic,136 bhp,FWD,19.81,Standard,136.0,4400.0,300.0,3000.0,4.0,4.0,CRDi,Yes,Automatic,7.0,Not Applicable,Not Applicable,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4630.0,1777.0,1432.0,160.0,2699.0,2005.0,361000.0,17.9,56.0,220,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Unknown,Petrol,5.0,100000,2,1086,Manual,68.05 bhp,FWD,19.81,Standard,68.05,5500.0,99.04,4500.0,4.0,3.0,MPFi,No,Manual,5.0,19.81,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,3585.0,1595.0,1550.0,165.0,2380.0,Unknown,471000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Third Party,Petrol,5.0,39340,1,1199,Automatic,88.76 bhp,FWD,19.0,V-Type,88.76,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Automatic,6.0,19.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1695.0,1501.0,170.0,2470.0,Unknown,379000.0,Not Applicable,Not Applicable,140,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,5.0,53669,2,814,Manual,55.2 bhp,FWD,21.1,Standard,55.2,5500.0,74.5,4000.0,3.0,3.0,MPFi,No,Manual,5.0,21.1,32.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,3495.0,1550.0,1500.0,170.0,2380.0,Unknown,548000.0,Not Applicable,Not Applicable,135,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Diesel,5.0,44846,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,243000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Petrol,5.0,54521,3,1197,Automatic,81.86 bhp,FWD,18.9,V-Type,81.86,6000.0,113.75,4000.0,4.0,4.0,MPFi,No,Automatic,4.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3765.0,1660.0,1520.0,165.0,2425.0,Unknown,1666000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Diesel,5.0,16370,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,455000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,39221,1,1591,Manual,121.3 bhp,FWD,17.01,V-Type,121.3,6300.0,154.9,4200.0,4.0,4.0,MPFi,No,Manual,5.0,17.01,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4375.0,1700.0,1475.0,165.0,2570.0,Unknown,518000.0,Not Applicable,Not Applicable,196,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Unknown,Petrol,5.0,44901,1,1462,Manual,103.25 bhp,FWD,21.56,V-Type,103.25,6000.0,138.0,4400.0,4.0,4.0,MPFi,No,Manual,5.0,21.56,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,4490.0,1730.0,1485.0,170.0,2650.0,1520.0,450000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,79584,2,998,Manual,67.04 bhp,FWD,20.51,Standard,67.04,6200.0,90.0,3500.0,3.0,4.0,CRDi,No,Manual,5.0,20.51,35.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Ventilated Disc,Drum,3599.0,1495.0,1700.0,165.0,2400.0,1350.0,775000.0,Not Applicable,Not Applicable,152,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2017.0,Comprehensive,Petrol,5.0,65834,2,1999,Automatic,197.13 bhp,RWD,23.84,Standard,197.13,6000.0,320.0,4500.0,4.0,4.0,CRDi,Yes,Automatic,8.0,13.6,68.0,BS IV,Double Wishbone,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4795.0,2075.0,1416.0,160.0,2835.0,2150.0,717000.0,Not Applicable,Not Applicable,230,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Third Party,Petrol,5.0,73026,1,1497,Manual,117.3 bhp,FWD,17.8,V-Type,117.3,6600.0,145.0,4600.0,4.0,4.0,MPFi,No,Manual,5.0,17.8,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4440.0,1695.0,1495.0,165.0,2600.0,Unknown,819999.0,Not Applicable,Not Applicable,195,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Petrol,5.0,17752,1,1199,Manual,83.83 bhp,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,245000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Petrol,5.0,36072,1,1199,Manual,84 bhp,FWD,23.84,V-Type,84.0,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,462000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Petrol,5.0,22327,1,1199,Automatic,88.76 bhp,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1695.0,1501.0,165.0,2470.0,Unknown,430999.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Comprehensive,Petrol,5.0,48898,2,1498,Automatic,119.35 bhp,FWD,18.4,Standard Brand Engine,119.35,6600.0,145.0,4300.0,4.0,4.0,MPFi,No,Automatic,6.0,18.4,35.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,4583.0,1748.0,1489.0,165.0,2600.0,1528.0,248000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Comprehensive,Petrol,5.0,13242,1,1197,Manual,81.83 bhp,FWD,18.6,V-Type,81.83,6000.0,114.7,4000.0,4.0,4.0,MPFi,No,Manual,5.0,18.6,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3985.0,1734.0,1505.0,170.0,2570.0,Unknown,165000.0,Not Applicable,Not Applicable,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Third Party,CNG,5.0,63632,1,796,Manual,47.3 bhp,FWD,33.0,Standard,47.3,6000.0,69.0,3500.0,3.0,4.0,MPFi,No,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Power,Collapsible/Fixed,Solid Disc,Drum,3445.0,1490.0,1475.0,160.0,2360.0,1185.0,1150000.0,Not Applicable,Not Applicable,140,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Comprehensive,Diesel,5.0,20648,1,1248,Manual,74 bhp,FWD,27.39,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1430.0,265000.0,27.39,37.0,170,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Unknown,Petrol,5.0,32575,1,1199,Manual,88.7 bhp,FWD,17.5,V-Type,88.7,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Manual,5.0,17.5,40.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,3999.0,1734.0,1601.0,188.0,2555.0,Unknown,100000.0,Not Applicable,Not Applicable,164,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Third Party,Petrol,5.0,56737,1,1197,Manual,88.50 bhp,FWD,22.41,Standard,88.5,6000.0,113.0,4400.0,4.0,4.0,MPFi,No,Manual,5.0,22.41,37.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1735.0,1515.0,170.0,2450.0,1335.0,650000.0,Not Applicable,Not Applicable,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
