Registration Year,Insurance,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Power,Drive Type,Mileage,Engine Type,Max_Power_clean,Max_Power_RPM,Max_Torque_Nm,Max_Torque_RPM,No. of Cylinders,Valves Per Cylinder,Fuel Supply System,Turbo Charger,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Front Brake Type,Rear Brake Type,Length,Width,Height,Ground Clearance Unladen,Wheel Base,Gross Weight,Price,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Top Speed,Super Charge,Battery Capacity,Charging Time DC,Charging Time AC,Motor Type,Battery Type,Charging Port
2019.0,Unknown,Petrol,5.0,26494,1,1198,Automatic,108.5 bhp,FWD,17.0,Turbocharged,108.5,5000.0,170.0,4000.0,3.0,4.0,MPFi,Yes,Automatic,6.0,17.0,44.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3994.0,1811.0,1607.0,165.0,2498.0,Unknown,840000.0,Not Applicable,Not Applicable,154,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Petrol,5.0,21000,1,1451,Automatic,141 bhp,FWD,13.96,In-Line,141.0,5000.0,250.0,3600.0,4.0,4.0,MPFi,Yes,Automatic,6.0,13.96,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4655.0,1835.0,1760.0,183.0,2750.0,Unknown,1399000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Zero Dep,Diesel,7.0,14000,1,1996,Automatic,212.55 bhp,4WD,10.0,Turbocharged,212.55,4000.0,478.5,2400.0,4.0,4.0,CRDi,Twin,Automatic,8.0,Not Applicable,Not Applicable,BS VI 2.0,Multi-Link,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,4985.0,1926.0,1867.0,165.0,2950.0,Unknown,695000.0,27.39,75.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Petrol,5.0,27000,1,1462,Automatic,103.26 bhp,FWD,18.76,Standard,103.26,6000.0,138.0,4400.0,4.0,4.0,MPFi,No,Automatic,4.0,18.76,48.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Ventilated Disc,Drum,3995.0,1790.0,1640.0,188.0,2500.0,1600.0,1100000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Comprehensive,Petrol,5.0,52000,1,1798,Automatic,178 bhp,FWD,15.1,Standard,178.0,6200.0,250.0,5000.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,15.1,50.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Solid Disc,4670.0,1814.0,1476.0,110.0,2688.0,1860.0,3690000.0,Not Applicable,Not Applicable,220,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Unknown,Petrol,5.0,38926,1,1451,Automatic,141 bhp,FWD,13.96,In-Line,141.0,5000.0,250.0,3600.0,4.0,4.0,MPFi,Yes,Automatic,6.0,13.96,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4655.0,1835.0,1760.0,183.0,2750.0,Unknown,950000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Comprehensive,Petrol,5.0,21473,1,1199,Automatic,83.83 bhp,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Automatic,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,1175000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Zero Dep,Diesel,7.0,14000,1,1996,Automatic,212.55 bhp,4WD,10.0,Turbocharged,212.55,4000.0,478.5,2400.0,4.0,4.0,Direct Injection,Twin,Automatic,8.0,Not Applicable,Not Applicable,BS VI 2.0,Multi-Link,Multi-Link,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,4985.0,1926.0,1867.0,170.0,2950.0,Unknown,1121000.0,27.39,75.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Comprehensive,Petrol,5.0,27000,1,1462,Automatic,103.26 bhp,FWD,18.76,Standard,103.26,6000.0,138.0,4400.0,4.0,4.0,Direct Injection,No,Automatic,4.0,18.76,48.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Ventilated Disc,Drum,3995.0,1790.0,1640.0,160.0,2500.0,1600.0,449000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Comprehensive,Petrol,5.0,52000,1,1798,Automatic,178 bhp,FWD,15.1,Standard,178.0,6200.0,250.0,5000.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,15.1,50.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Solid Disc,4670.0,1814.0,1476.0,110.0,2688.0,1860.0,3690000.0,Not Applicable,Not Applicable,220,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2018.0,Comprehensive,Petrol,5.0,21473,1,1199,Automatic,83.83 bhp,FWD,23.84,V-Type,83.83,6000.0,114.0,3500.0,3.0,4.0,MPFi,No,Automatic,5.0,23.84,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3746.0,1647.0,1535.0,170.0,2400.0,Unknown,950000.0,Not Applicable,Not Applicable,150,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Unknown,Petrol,5.0,38926,1,1451,Automatic,141 bhp,FWD,13.96,In-Line,141.0,5000.0,250.0,3600.0,4.0,4.0,CRDi,Yes,Automatic,6.0,13.96,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4655.0,1835.0,1760.0,183.0,2750.0,Unknown,1175000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Unknown,Petrol,5.0,55581,1,998,Manual,65.71 bhp,FWD,25.24,Standard,65.71,5500.0,89.0,3500.0,3.0,4.0,MPFi,Yes,Manual,5.0,25.24,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Ventilated Disc,Drum,3695.0,1655.0,1555.0,165.0,2435.0,1260.0,449000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Unknown,Petrol,5.0,61634,1,1197,Manual,82 bhp,FWD,18.9,V-Type,82.0,6000.0,114.0,4000.0,4.0,4.0,MPFi,No,Manual,5.0,18.9,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3765.0,1660.0,1520.0,165.0,2425.0,Unknown,1121000.0,Not Applicable,Not Applicable,165,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Petrol,5.0,35968,1,1199,Automatic,88.76 bhp,FWD,18.3,V-Type,88.76,6000.0,110.0,4800.0,4.0,4.0,MPFi,No,Automatic,6.0,18.3,35.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3995.0,1695.0,1501.0,160.0,2470.0,Unknown,475000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Third Party,Petrol,5.0,37575,1,1197,Manual,82 bhp,FWD,19.1,V-Type,82.0,6000.0,114.0,4000.0,4.0,4.0,Direct Injection,No,Manual,5.0,19.1,43.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1660.0,1520.0,165.0,2425.0,Unknown,225999.0,Not Applicable,Not Applicable,172,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Unknown,Petrol,7.0,60000,1,1197,Manual,79.65 bhp,RWD,19.71,Standard,79.65,6000.0,104.4,3000.0,4.0,4.0,Direct Injection,No,Manual,5.0,19.71,32.0,BS VI 2.0,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,3675.0,1475.0,1825.0,170.0,2350.0,Unknown,653000.0,Not Applicable,Not Applicable,146,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Unknown,Petrol,5.0,120000,1,1197,Automatic,81.80 bhp,FWD,21.5,Standard,81.8,6000.0,113.0,4200.0,4.0,4.0,MPFi,No,Automatic,5.0,21.5,32.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3655.0,1620.0,1675.0,188.0,2435.0,1340.0,294000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,7.0,152000,2,1196,Manual,73 bhp,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,3675.0,1475.0,1800.0,160.0,2350.0,1540.0,540000.0,Not Applicable,Not Applicable,145,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2012.0,Unknown,Petrol,7.0,150000,5,1196,Manual,73 bhp,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,3675.0,1475.0,1800.0,160.0,2350.0,1540.0,380000.0,Not Applicable,Not Applicable,145,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Unknown,Petrol,8.0,160000,2,796,Manual,34.2 bhp,RWD,16.8,In-Line,34.2,5000.0,59.0,2500.0,3.0,2.0,MPFi,No,Manual,4.0,16.8,35.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Solid Disc,Drum,3370.0,1410.0,1640.0,165.0,1840.0,Unknown,260000.0,Not Applicable,Not Applicable,126,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Unknown,Petrol,5.0,30000,1,1196,Manual,72.41 bhp,FWD,16.11,Standard,72.41,6000.0,98.0,3000.0,4.0,4.0,MPFi,Yes,Manual,5.0,16.11,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Manual,Fixed,Solid Disc,Drum,3675.0,1475.0,1825.0,165.0,2350.0,Unknown,200000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Petrol,5.0,150000,1,1196,Manual,73 bhp,RWD,15.37,In-Line,73.0,6000.0,101.0,3000.0,4.0,4.0,MPFi,No,Manual,5.0,15.37,40.0,BS IV,MacPherson Strut,Leaf Spring/Rigid Axle,Manual,Fixed,Ventilated Disc,Drum,3675.0,1475.0,1800.0,160.0,2350.0,1510.0,150000.0,Not Applicable,Not Applicable,145,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2008.0,Unknown,Petrol,5.0,63750,2,1150,Manual,,FWD,14.7,In-Line,74.0,5500.0,190.0,4400.0,4.0,2.0,EFI,No,Manual,5.0,14.7,45.0,BS III,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,3880.0,1670.0,1495.0,188.0,2480.0,1505.0,559000.0,Not Applicable,Not Applicable,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Comprehensive,Diesel,7.0,92000,2,2987,Automatic,261 bhp,AWD,15.8,V-Type,261.0,3800.0,540.0,1600.0,6.0,4.0,MPFi,Yes,Automatic,7.0,Not Applicable,Not Applicable,BS V,Standard/Other,Standard/Other,Power,Fixed,Ventilated Disc,Drum,5157.0,1922.0,1650.0,165.0,3215.0,2880.0,300000.0,11.8,80.0,230,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Petrol,5.0,40000,1,799,Manual,53.3 bhp,FWD,25.17,Standard,53.3,5678.0,72.0,4386.0,3.0,4.0,MPFi,No,Manual,5.0,25.17,28.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Solid Disc,Drum,3731.0,1579.0,1474.0,184.0,2422.0,Unknown,,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Petrol,5.0,13562,1,1462,Manual,103.25 bhp,FWD,18.55,Standard,103.25,6000.0,138.0,4400.0,4.0,4.0,MPFi,No,Manual,5.0,18.55,48.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Ventilated Disc,Solid Disc,4300.0,1785.0,1595.0,160.0,2600.0,1640.0,1375000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2025.0,Zero Dep,Diesel,7.0,16100,1,2198,Automatic,182 bhp,FWD,16.57,Standard,182.0,3500.0,450.0,2800.0,4.0,4.0,MPFi,Yes,Automatic,6.0,Not Applicable,Not Applicable,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt Only,Ventilated Disc,Solid Disc,4695.0,1890.0,1755.0,160.0,2750.0,Unknown,349000.0,16.57,60.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Diesel,5.0,63500,1,1493,Automatic,113.43 bhp,FWD,18.0,Standard,113.43,4000.0,250.0,2750.0,4.0,4.0,CRDi,Yes,Automatic,6.0,Not Applicable,Not Applicable,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Solid Disc,4315.0,1800.0,1645.0,170.0,2610.0,Unknown,809000.0,18.0,50.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Unknown,Electric,5.0,42500,1,1197,Automatic,127 bhp,FWD,18.3,In-Line,127.0,6000.0,245.0,4000.0,4.0,4.0,MPFi,No,Automatic,5.0,Not Applicable,Not Applicable,ZEV,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3993.0,1811.0,1606.0,205.0,2498.0,Unknown,819999.0,Not Applicable,Not Applicable,Unknown,0,30.2,60.0,549.6,PMSM (Permanent Magnet Synchronous Motor),Not Applicable,CCS-I
2015.0,Comprehensive,Petrol,5.0,86000,1,1991,Automatic,181.04 bhp,RWD,20.51,Standard,181.04,5500.0,300.0,1400.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,14.74,66.0,BS V,MacPherson Strut,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4686.0,2020.0,1442.0,170.0,2840.0,2030.0,1625000.0,Not Applicable,Not Applicable,235,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Zero Dep,Petrol,6.0,20208,1,1451,Automatic,141 bhp,FWD,11.67,Turbocharged,141.0,5000.0,250.0,3600.0,4.0,4.0,MPFi,Yes,Automatic,6.0,11.67,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4720.0,1835.0,1760.0,165.0,2750.0,Unknown,860000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Zero Dep,Diesel,5.0,36928,1,1956,Automatic,167.67 bhp,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,4.0,MPFi,Yes,Automatic,6.0,Not Applicable,Not Applicable,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,4598.0,1894.0,1706.0,165.0,2741.0,Unknown,1650000.0,14.6,50.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Comprehensive,Petrol,5.0,57000,1,1368,Automatic,160.77 bhp,2WD,16.0,Standard,160.77,3750.0,250.0,2500.0,4.0,4.0,CRDi,Yes,Automatic,7.0,16.0,60.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4395.0,1818.0,1640.0,178.0,2636.0,Unknown,1275000.0,Not Applicable,Not Applicable,186,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Petrol,5.0,72000,2,1798,Automatic,177.5 bhp,FWD,14.7,Standard,177.5,6200.0,250.0,5000.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,14.7,50.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4659.0,1814.0,1476.0,155.0,2688.0,1860.0,1695000.0,Not Applicable,Not Applicable,231,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2015.0,Comprehensive,Petrol,5.0,86000,1,1991,Automatic,181.04 bhp,RWD,21.56,Standard,181.04,5500.0,300.0,1400.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,14.74,66.0,BS V,MacPherson Strut,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4686.0,2020.0,1442.0,165.0,2840.0,2030.0,1098000.0,Not Applicable,Not Applicable,235,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Zero Dep,Petrol,6.0,20208,1,1451,Automatic,141 bhp,FWD,11.67,Turbocharged,141.0,5000.0,250.0,3600.0,4.0,4.0,CRDi,Yes,Automatic,6.0,11.67,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4720.0,1835.0,1760.0,170.0,2750.0,Unknown,750000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Zero Dep,Diesel,5.0,36928,1,1956,Automatic,167.67 bhp,FWD,14.6,Turbocharged,167.67,3750.0,350.0,2500.0,4.0,4.0,MPFi,Yes,Automatic,6.0,Not Applicable,Not Applicable,BS VI,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Drum,4598.0,1894.0,1706.0,160.0,2741.0,Unknown,1650000.0,14.6,50.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Comprehensive,Petrol,5.0,57000,1,1368,Automatic,160.77 bhp,2WD,16.0,Standard,160.77,3750.0,250.0,2500.0,4.0,4.0,CRDi,Yes,Automatic,7.0,16.0,60.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4395.0,1818.0,1640.0,178.0,2636.0,Unknown,1275000.0,Not Applicable,Not Applicable,186,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Petrol,5.0,72000,2,1798,Automatic,177.5 bhp,FWD,14.7,Standard,177.5,6200.0,250.0,5000.0,4.0,4.0,Direct Injection,Yes,Automatic,7.0,14.7,50.0,BS IV,MacPherson Strut,Standard/Other,Power,Tilt Only,Solid Disc,Solid Disc,4659.0,1814.0,1476.0,155.0,2688.0,1860.0,1695000.0,Not Applicable,Not Applicable,231,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Unknown,Petrol,7.0,9100,1,1984,Automatic,187.74 bhp,4WD,12.78,Turbocharged,187.74,6000.0,320.0,4100.0,4.0,4.0,MPFi,Yes,Automatic,7.0,12.78,60.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4699.0,1882.0,1685.0,192.0,2791.0,2493.0,1098000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Petrol,5.0,42000,1,1199,Manual,118.35 bhp,FWD,17.33,V-Type,118.35,5500.0,170.0,4000.0,3.0,4.0,MPFi,No,Manual,6.0,17.33,44.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Fixed,Solid Disc,Drum,3993.0,1811.0,1606.0,209.0,2498.0,Unknown,750000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Comprehensive,Petrol,5.0,24827,1,1498,Manual,119.35 bhp,FWD,18.6,In-Line,119.35,6600.0,145.0,4300.0,4.0,4.0,MPFi,No,Manual,6.0,18.6,40.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Ventilated Disc,Drum,4549.0,1748.0,1489.0,170.0,2600.0,1505.0,3595000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2012.0,Third Party,Petrol,5.0,89094,1,1197,Manual,82.85 bhp,FWD,18.5,V-Type,82.85,6000.0,113.7,4000.0,4.0,4.0,MPFi,No,Manual,5.0,18.5,45.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt and Telescopic,Solid Disc,Drum,3995.0,1710.0,1505.0,198.0,2525.0,Unknown,950000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Unknown,Petrol,5.0,160000,1,1198,Manual,86.7 bhp,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3990.0,1680.0,1505.0,165.0,2405.0,Unknown,1092000.0,Not Applicable,Not Applicable,160,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Unknown,Petrol,5.0,60000,2,1197,Automatic,78.9 bhp,FWD,16.95,Standard,78.9,6000.0,111.8,4000.0,4.0,4.0,MPFi,No,Automatic,4.0,16.95,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Fixed,Ventilated Disc,Drum,3585.0,1595.0,1550.0,165.0,2380.0,Unknown,220000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Third Party,Petrol,5.0,66000,2,1497,Manual,,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4420.0,1695.0,1480.0,160.0,2550.0,Unknown,360000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2022.0,Unknown,Petrol,5.0,60000,1,1199,Manual,86.83 bhp,FWD,19.33,Standard,86.83,6000.0,113.0,3300.0,3.0,4.0,MPFi,No,Manual,5.0,19.33,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt Only,Solid Disc,Drum,3990.0,1755.0,1523.0,165.0,2501.0,Unknown,210000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2016.0,Unknown,Diesel,5.0,160000,2,1248,Manual,74 bhp,FWD,25.2,Standard Brand Engine,74.0,4000.0,190.0,2000.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Ventilated Disc,Drum,3840.0,1735.0,1530.0,163.0,2450.0,1405.0,260000.0,25.2,42.0,155,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2019.0,Unknown,Petrol,5.0,30000,1,1197,Manual,110 bhp,FWD,17.0,Standard,110.0,5000.0,200.0,3500.0,3.0,4.0,MPFi,Yes,Manual,6.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Collapsible/Fixed,Solid Disc,Solid Disc,3995.0,1821.0,1627.0,180.0,2600.0,Unknown,819999.0,Not Applicable,Not Applicable,175,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2014.0,Unknown,Diesel,5.0,90000,2,2993,Automatic,258 bhp,RWD,19.71,Standard,258.0,4000.0,560.0,1500.0,6.0,4.0,CRDi,Yes,Automatic,8.0,Not Applicable,Not Applicable,BS IV,Standard/Other,Standard/Other,Power,Power Adjustable,Solid Disc,Solid Disc,5219.0,2142.0,1481.0,152.0,3210.0,Unknown,390000.0,16.46,80.0,250,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2011.0,Unknown,Petrol,5.0,100000,1,1497,Manual,,FWD,17.0,In-Line,118.0,6600.0,146.0,4800.0,4.0,4.0,EFI,No,Manual,5.0,17.0,42.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4420.0,1695.0,1480.0,160.0,2550.0,Unknown,819999.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2015.0,Unknown,Diesel,7.0,78000,2,1248,Manual,88.76 bhp,FWD,20.77,Standard Brand Engine,88.76,4000.0,200.0,1750.0,4.0,4.0,CRDi,Yes,Manual,5.0,Not Applicable,Not Applicable,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,4265.0,1695.0,1685.0,185.0,2740.0,1845.0,1250000.0,20.77,45.0,160,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2021.0,Third Party,Petrol,5.0,25500,2,1197,Automatic,81.80 bhp,FWD,19.56,V-Type,81.8,6000.0,113.0,4200.0,4.0,4.0,MPFi,No,Automatic,6.0,19.56,37.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Electric,Tilt and Telescopic,Solid Disc,Drum,3995.0,1745.0,1510.0,170.0,2520.0,1360.0,300000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2025.0,Comprehensive,Diesel,7.0,12300,1,1956,Automatic,168 bhp,FWD,8.5,Standard,168.0,3750.0,350.0,2500.0,4.0,4.0,CRDi,Yes,Automatic,9.0,Not Applicable,Not Applicable,BS VI 2.0,Multi-Link,Leaf Spring/Rigid Axle,Electric,Fixed,Solid Disc,Solid Disc,4769.0,1859.0,1698.0,160.0,2782.0,Unknown,625000.0,27.39,60.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2013.0,Third Party,Petrol,5.0,46774,1,1198,Manual,86.7 bhp,FWD,18.0,V-Type,86.7,6000.0,109.0,4500.0,4.0,4.0,MPFi,No,Manual,5.0,18.0,35.0,BS IV,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3990.0,1680.0,1505.0,165.0,2405.0,Unknown,675000.0,Not Applicable,Not Applicable,160,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2020.0,Comprehensive,Diesel,7.0,48000,2,1999,Automatic,201 bhp,AWD,27.39,Turbocharged,201.0,3750.0,430.0,1750.0,4.0,4.0,EFI,Yes,Automatic,9.0,Not Applicable,Not Applicable,BS VI 2.0,MacPherson Strut,Multi-Link,Power,Tilt and Telescopic,Solid Disc,Solid Disc,4597.0,2069.0,1727.0,167.0,2741.0,Unknown,3590000.0,27.39,70.0,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
2023.0,Unknown,Petrol,5.0,21000,1,998,Automatic,118.41 bhp,FWD,16.0,Turbocharged,118.41,6000.0,172.0,4000.0,3.0,4.0,MPFi,Yes,Automatic,7.0,17.0,45.0,BS VI,MacPherson Strut,Torsion/Twist Beam,Power,Tilt Only,Solid Disc,Drum,3995.0,1770.0,1617.0,170.0,2500.0,Unknown,245000.0,Not Applicable,Not Applicable,Unknown,0,0.0,0.0,0.0,Not Applicable,Not Applicable,
