url,Price,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Top Speed,Drive Type,Fuel,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Turbo Charger,Super Charge,Transmission Type,Gearbox,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Steering Gear Type,Turning Radius,Front Brake Type,Rear Brake Type,Acceleration,0-100kmph,Length,Width,Height,Seating Capacity,Ground Clearance Unladen,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,No. of Doors,Mileage,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Petrol Highway Mileage,Ground Clearance,Global NCAP Safety Rating,Boot Space,Shock Absorbers Type,Range,Battery Capacity,Charging Time DC,Charging Time AC,Motor Type,Battery Warranty,Charging Time (A.C),Charging Time (D.C),Charging Port,Acceleration 0-100kmph,Charging Time,Fast Charging,Braking (100-0kmph),Quarter Mile (Tested),City driveability (20-80kmph),Braking (80-0 kmph),No. of Airbags,Diesel Highway Mileage,Braking (60-0 kmph),Alloy Wheel Size Front,Alloy Wheel Size Rear,Reported Boot Space,Reported Ground Clearance (Unladen),Drag Coefficient,Quarter Mile,0-100Kmph (Tested),Ground Clearance (Laden),Boot Space Rear Seat Folding,Motor Power,Battery Type,Regenerative Braking,Regenerative Braking Levels,Charging Options,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Charging Time (50 kW DC Fast Charger),Petrol Mileage WLTP,3rd Gear (30-80kmph),4th Gear (40-100kmph),Range - Tested,Acceleration 0-60kmph,Emission Control System,Approach Angle,Break-over Angle,Departure Angle,CNG Mileage ARAI,CNG Fuel Tank Capacity,Secondary Fuel Type,Petrol Mileage (ARAI),Petrol Fuel Tank Capacity (Litres)
https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-30-diesel-lwb-vogue-cars-Gurgaon_e77c1e2c-af8c-4db4-858f-18a99797dc7b.htm,₹1.40 Crore,Jul 2021,Zero Dep,Diesel,5 Seats,"48,554 Kms",Gurgaon,First Owner,2995 cc,Automatic,2021,2995 cc,335.25 bhp,210  kmph,4WD,Diesel,3.0 litre Petrol Engine,2995 cc,335.25bhp@6500rpm,450nm@3500-5000rpm,6,4,DOHC,Direct Injection,Yes,No,Automatic,8 Speed,13.33 kmpl,85 Litres,BS VI,Air Suspension,Air Suspension,Power,Tilt & Telescopic,Rack & Pinion,6.15 metres,Disc,Disc,8.3 Seconds,8.3 Seconds,5200 mm,2220 mm,1868 mm,5,295.5 mm,3120 mm,1690 mm,1683 mm,2330 kg,3000 kg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-dct-cars-Gurgaon_c18b1275-3f1f-4d98-aeb2-4ad8ada1d907.htm,₹8.50 Lakh,2020,-,Petrol,5 Seats,"1,20,000 Kms",New Delhi,First Owner,1353 cc,Automatic,2020,1353 cc,138.08 bhp,,FWD,Petrol,Smartstream G1.4,1353 cc,138.08bhp@6000rpm,242nm@1500-3200rpm,4,4,,GDi,Yes,,Automatic,7-Speed DCT,,,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt & Telescopic,,,Disc,Disc,,,4315 mm,1800 mm,1645 mm,5,,2610 mm,,,1535 kg,,5,16.5 kmpl,16.5 kmpl,50 Litres,18.03 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-Greater-Noida_32af021a-a93b-4165-9de8-5509abb9a2ab.htm,₹6.65 Lakh,2021,Zero Dep,Petrol,5 Seats,"35,000 Kms",New Delhi,First Owner,998 cc,Manual,2021,998 cc,118.36 bhp,,FWD,Petrol,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,3,4,,GDi,Yes,,Manual,6-Speed iMT,,,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt,,,Disc,Drum,,,3995 mm,1790 mm,1642 mm,5,,2500 mm,,,1201 kg,,5,18.2 kmpl,18.2 kmpl,45 Litres,15.33 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-bsvi-cars-New-Delhi_1b0de125-4ca7-41c9-8de4-afbb712af27c.htm,₹10.83 Lakh,Jun 2022,Comprehensive,Petrol,4 Seats,"37,000 Kms",Faridabad,First Owner,1997 cc,Manual,2022,1997 cc,150 bhp,,4X4,,mStallion 150 TGDi Engine,1997 cc,150bhp@5000rpm,300Nm@1250-3000rpm,4,4,,,Yes,,Manual,6 Speed,,,BS VI,Independent Double Wishbone Front Suspension with Coil Over Damper & Stabiliser Bar,Multilink Solid Rear Axle with Coil Over Damper & Stabiliser Bar,Power,Tilt,,,Disc,Drum,,,3985 mm,1855 mm,1844 mm,4,226 mm,2450 mm,1520 mm,1520 mm,1815 kg,,3,15.2 kmpl,15.2 kmpl,57 Litres,10 kmpl,226mm,4 Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-creta-e-diesel-cars-Noida_4e5ac1db-362d-43d5-aeef-bc6b5c8c32e6.htm,₹13 Lakh,May 2023,Comprehensive,Diesel,5 Seats,"12,000 Kms",Noida,First Owner,1493 cc,Manual,2023,1493 cc,113.98 bhp,195 kmph,2WD,Diesel,1.5 L U2 CRDi Diesel,1493 cc,113.98bhp@4000rpm,250Nm@1500-2750rpm,4,4,DOHC,CRDi,Yes,,Manual,6-Speed,18 kmpl,50 Litres,BS VI 2.0,McPherson strut with coil spring,Coupled torsion beam axle,Power,Tilt,,,Disc,Disc,,,4300 mm,1790 mm,1635 mm,5,,2610 mm,,,1430 kg,,5,18 kmpl,,,,,,433 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-12-cars-Gurgaon_d05304b1-c6ee-4ce1-ad2c-d86cb8b0d1ea.htm,₹5.50 Lakh,2017,Comprehensive,Petrol,5 Seats,"80,000 Kms",New Delhi,Third Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,170  kmph,FWD,Petrol,Kappa VTVT Petrol Engine,1197 cc,81.83bhp@6000rpm,114.7Nm@4000rpm,4,4,DOHC,MPFI,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Coupled Torsion Beam,Power,Tilt & Telescopic,Rack & Pinion,5.2 meters,Disc,Drum,13.2 Seconds,13.2 Seconds,3985 mm,1734 mm,1505 mm,5,170 mm,2570 mm,1505 mm,1503 mm,1066 kg,,5,18.6 kmpl,18.6 kmpl,45 Litres,,,,,Gas Filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-lux-cars-New-Delhi_94fddfa4-e238-4478-a968-29fd85453ac3.htm,₹9.25 Lakh,2020,-,Electric,5 Seats,"72,000 Kms",New Delhi,Second Owner,,Automatic,2020,,127 bhp,,,,,,127bhp,245Nm,,,,,,,Automatic,,,,ZEV,Independent MacPherson strut with coil spring,Twist beam with dual path Strut,Electric,Adjustable,Rack & Pinion,5.1m,Disc,Drum,,,3993 mm,1811 mm,1606 mm,5,205 mm,2498 mm,,,1400 kg,,5,,,,,,5 Star,,,312 km,30.2 kWh,60 Mins,9.16 Hours,Permanent Magnet Synchronous Motor,8years,9.16 Hours,60 Mins,CCS-I,9.9,60 Min(0-80%),Yes,49.25m,19.00s@113.35kmph,"7.33s (S),13.74s(D)",30.37m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-at-petrol-cars-Gurgaon_2678fa7b-67cf-4910-bea8-fdfe9edcd29b.htm,₹7.50 Lakh,2019,-,Petrol,7 Seats,"60,000 Kms",Ghaziabad,Second Owner,1462 cc,Automatic,2019,1462 cc,103 bhp,,2WD,Petrol,K15 Smart Hybrid,1462 cc,103bhp@6000rpm,138Nm@4400rpm,4,4,DOHC,MPFI,No,No,Automatic,4 Speed,,,BS IV,MacPherson Strut,Torsion Beam and Coil Spring,Power,,,5.2 metres,Ventilated Disc,Drum,,,4395 mm,1735 mm,1690 mm,7,,2740 mm,1510 mm,1520 mm,1170 kg,1740 kg,5,18.69 kmpl,18.69 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-crdi-sportz-cars-Gurgaon_f502fa40-8c9c-43f2-8f96-4e2df94603de.htm,₹4.20 Lakh,2019,-,Diesel,5 Seats,"60,000 Kms",New Delhi,First Owner,1186 cc,Manual,2019,1186 cc,73.97 bhp,151.63  kmph,FWD,Diesel,U2 CRDi  Diesel Engine,1186 cc,73.97bhp@4000rpm,190.24nm@1750-2250rpm,3,4,DOHC,CRDi,No,No,Manual,5 Speed,24 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,13.21 Seconds,13.21 Seconds,3765 mm,1660 mm,1520 mm,5,165 mm,2425 mm,1479 mm,1493 mm,1120 kg,,5,24 kmpl,,,,,,,Gas Filled,,,,,,,,,,,,,47m,,,,2,22.19 kmpl,28.3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volkswagen-polo-exquisite-12-mpi-highline-cars-New-Delhi_9a40d136-510f-4dbf-8bcb-f688b5d66952.htm,₹3.20 Lakh,2015,-,Petrol,5 Seats,"60,000 Kms",Rewari,First Owner,1198 cc,Manual,2015,1198 cc,74 bhp,165  kmph,FWD,Petrol,MPI Petrol Engine,1198 cc,74bhp@5400rpm,110Nm@3750rpm,3,4,DOHC,MPFI,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Semi Independent Trailing Arm,Power,Tilt & Telescopic,Rack & Pinion,4.97 meters,Disc,Drum,14.2 Seconds,14.2 Seconds,3971 mm,1682 mm,1469 mm,5,165 mm,2469 mm,1460 mm,1456 mm,1053 kg,1520 kg,5,16.47 kmpl,16.47 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-swift-ldi-bsiv-cars-New-Delhi_955c8e33-5e50-458d-9192-7dcc0c139a02.htm,₹3.48 Lakh,2018,-,Diesel,5 Seats,"80,000 Kms",New Delhi,Second Owner,1248 cc,Manual,2018,1248 cc,74 bhp,155  kmph,FWD,Diesel,DDiS Diesel Engine,1248 cc,74bhp@4000rpm,190Nm@2000rpm,4,4,DOHC,CRDI,Yes,No,Manual,5 Speed,25.2 kmpl,42 Litres,BS IV,MacPherson Strut,Torison Beam,Power,Tilt,Rack & Pinion,4.8 meters,Ventilated Disc,Drum,14.8 Seconds,14.8 Seconds,3840 mm,1735 mm,1530 mm,5,163 mm,2450 mm,,,955 kg,1405 kg,5,25.2 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-7str-diesel-cars-New-Delhi_8bd867a8-aa6b-462e-9dfd-6840a80d69b5.htm,₹15.70 Lakh,2023,-,Diesel,7 Seats,"68,000 Kms",New Delhi,First Owner,2198 cc,Manual,2023,2198 cc,182 bhp,,FWD,Diesel,mHAWK,2198 cc,182bhp@3500rpm,420Nm@1600-2800rpm,4,4,,,Yes,,Manual,6-Speed,17 kmpl,60 Litres,BS VI 2.0,MacPherson Strut suspension,"Multi-link, Solid Axle",,Tilt,,,Ventilated Disc,Solid Disc,,,4695 mm,1890 mm,1755 mm,7,,2750 mm,,,,,5,17 kmpl,,,,,,240 Litres,,,,,,,,,,,,,,,,,,,,,18 Inch,18 Inch,240 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-carens-prestige-cars-New-Delhi_cb9796dd-ca0b-415f-a159-efd6cd1eb7ce.htm,₹10 Lakh,2023,-,Petrol,7 Seats,"50,000 Kms",New Delhi,First Owner,1497 cc,Manual,2023,1497 cc,113.42 bhp,174  kmph,FWD,Petrol,Smartstream,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,4,4,,Di,No,,Manual,6-Speed,,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,,,Disc,Disc,,,4540 mm,1800 mm,1708 mm,7,,2780 mm,,,,,5,,,45 Litres,15 kmpl,,3 Star,216 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18d-m-sport-cars-Noida_8d205b6f-9cb0-4b75-b9a6-5902fd1fcab5.htm,₹44 Lakh,2023,Zero Dep,Diesel,5 Seats,"32,381 Kms",Noida,First Owner,1995 cc,Automatic,2023,1995 cc,147.51 bhp,219 kmph,FWD,Diesel,B47 twin-turbo I4,1995 cc,147.51bhp@3750-4000rpm,360Nm@1500–2500rpm,4,4,,,Twin,,Automatic,7-Speed Steptronic,20.37 kmpl,51 Litres,BS VI 2.0,,,,,,,Disc,Disc,8.9Sec,8.9Sec,4429 mm,1845 mm,1598 mm,5,,2679 mm,,,1515 kg,,4,20.37 kmpl,,,,,,476 Litres,,,,,,,,,,,,,,,,,,,,,,,,183 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-carens-clavis-htx-diesel-cars-Greater-Noida_eb7d6b94-ac56-489a-9e80-7c4255420523.htm,₹18.80 Lakh,Jun 2025,Comprehensive,Diesel,7 Seats,"3,461 Kms",Agra,First Owner,1493 cc,Manual,2025,1493 cc,114 bhp,,FWD,Diesel,1.5l CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,4,4,,CRDi,Yes,,Manual,6-Speed MT,19.54 kmpl,45 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Power,Tilt &Telescopic,,,Disc,Disc,,,4550 mm,1800 mm,1708 mm,7,,2780 mm,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,17 Inch,17 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Jaguar-f-pace-prestige-20-petrol-cars-Noida_8e64d446-775b-4426-81d3-18f5ce420146.htm,₹26.80 Lakh,2019,-,Petrol,5 Seats,"98,000 Kms",New Delhi,Second Owner,1997 cc,Automatic,2019,1997 cc,246.74 bhp,217  kmph,AWD,Petrol,Petrol Engine,1997 cc,246.74bhp@5500rpm,365NM@1500-4000rpm,4,4,DOHC,MPFi,Yes,No,Automatic,8 Speed,,,BS VI,DOUBLE FRONT WISHBONE,Integral Link,Power,Adjustable,Rack & Pinion,11.59 metres,"Single Piston Sliding Caliper, Vented Di","Single Piston Sliding Caliper, Vented Di",7 Seconds,7 Seconds,4731 mm,2071 mm,1651 mm,5,171 mm,2874 mm,1641 mm,1654 mm,1715 kg,2460 kg,5,,14.38 kmpl,82 Litres,,,,,,,,,,,,,,,,,,44.79m,,6.75 Seconds,,,,26.66m,,,,,0.35,17 Seconds,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-verna-s-2023-2025-cars-Ghaziabad_98e0a58d-1a6c-4b57-bd5c-9e2f217cc1ec.htm,₹13.50 Lakh,2023,Zero Dep,Petrol,5 Seats,"70,000 Kms",Ghaziabad,First Owner,1497 cc,Manual,2023,1497 cc,113.18 bhp,210  kmph,FWD,Petrol,1.5L MPi Petrol,1497 cc,113.18bhp@6300rpm,143.8Nm@4500rpm,4,4,,,No,,Manual,6-Speed,,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt & Telescopic,,,Disc,Drum,,,4535 mm,1765 mm,1475 mm,5,,2670 mm,,,,,4,18.6 kmpl,18.6 kmpl,45 Litres,,,5 Star,528 Litres,Gas Type,,,,,,,,,,,,,,,,,,,,15 Inch,15 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-safari-xz-plus-bsvi-cars-Ghaziabad_abd3ae60-c6fb-4e6d-8e6f-06534a24c3ba.htm,₹13 Lakh,2022,-,Diesel,7 Seats,"70,000 Kms",Ghaziabad,First Owner,1956 cc,Manual,2022,1956 cc,167.67 bhp,,,Diesel,Kryotec 2.0 L Turbocharged Engine,1956 cc,167.67bhp@3750rpm,350Nm@1750-2500rpm,4,4,,,Yes,,Manual,6-Speed,16.14 kmpl,50 Litres,BS VI,Independent Lower Wishbone McPherson Strut with Coil Spring & Anti Roll Bar,Semi Independent Twist Blade with Panhard Rod and Coil Spring,Power,Tilt & Telescopic,,,Disc,Disc,,,4661 mm,1894 mm,1786 mm,7,,2741 mm,,,1825 kg,,5,16.14 kmpl,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-Noida_02eaec12-d08a-4bf0-b88d-2e9b6ad20bf2.htm,₹6.25 Lakh,Jul 2018,Comprehensive,Petrol,5 Seats,"79,000 Kms",Ghaziabad,First Owner,1497 cc,Manual,2018,1497 cc,117.6 bhp,189  kmph,FWD,Petrol,i VTEC Engine,1497 cc,117.6bhp@6600rpm,145Nm@4600rpm,4,4,SOHC,PGM-Fi,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Collapsible,Rack & Pinion,5.3 metres,Ventilated Disc,Drum,9.64 Seconds,9.64 Seconds,4440 mm,1695 mm,1495 mm,5,165 mm,2600 mm,1490 mm,1480 mm,1061 kg,1436 kg,4,17.4 kmpl,17.4 kmpl,40 Litres,19.21 kmpl,,,,,,,,,,,,,,,,,43.11m,,,,2,,27.11m,,,,,,15.28 Seconds,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-corolla-altis-18-vl-cvt-cars-Noida_66b9d2be-b699-4f06-b890-e510f4fbb03e.htm,₹9.75 Lakh,2019,Comprehensive,Petrol,5 Seats,"85,000 Kms",Noida,Third Owner,1798 cc,Automatic,2019,1798 cc,138.03 bhp,200  kmph,FWD,Petrol,2ZR-FE Petrol Engine,1798 cc,138.03bhp@6400rpm,173Nm@4000rpm,4,4,DOHC,EFI,No,No,Automatic,7 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Telescopic,Rack & Pinion,5.4 metres,Ventilated Disc,Solid Disc,11.46 Seconds,11.46 Seconds,4620 mm,1775 mm,1475 mm,5,175 mm,2700 mm,1515 mm,1520 mm,1310 kg,1710 kg,4,14.28 kmpl,14.28 kmpl,55 Litres,18.04 kmpl,,,,,,,,,,,,,,,,,44.08m,,,,4,,28.01m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-Ghaziabad_053a8186-a05f-43b2-a413-6094ae1d3cc0.htm,₹4.95 Lakh,2018,Comprehensive,Petrol,5 Seats,"80,000 Kms",New Delhi,Second Owner,1462 cc,Manual,2018,1462 cc,103.25 bhp,,FWD,Petrol,k15B VVT Engine,1462 cc,103.25bhp@6000rpm,138Nm@4400rpm,4,4,DOHC,MPFI,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt,Rack & Pinion,5.4 metres,Ventilated Disc,Drum,,,4490 mm,1730 mm,1485 mm,5,170 mm,2650 mm,,,1045 kg,1520 kg,4,21.56 kmpl,21.56 kmpl,43 Litres,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-6-series-gt-630d-luxury-line-cars-Ghaziabad_15977bb8-892d-42ee-b826-07bc1df31d61.htm,₹30 Lakh,2019,Comprehensive,Diesel,4 Seats,"1,28,000 Kms",Ghaziabad,First Owner,2993 cc,Automatic,2019,2993 cc,261.4 bhp,,FWD,Diesel,Diesel Engine,2993 cc,261.4bhp@4000rpm,620Nm@2000-2500rpm,6,4,DOHC,CRDI,Yes,No,Automatic,8 Speed,17.09 kmpl,,BS VI,Adaptive Air Suspension,Dynamic Damper Control,Power,Tilt,Rack & Pinion,,Disc,Disc,6.1 Seconds,6.1 Seconds,5091 mm,1902 mm,1538 mm,4,124 mm,3070 mm,1615 mm,1649 mm,1885 kg,2410 kg,4,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-urban-cruiser-premium-cars-Ghaziabad_ebfdfe34-cd6b-4f1b-a923-b2b1070a2177.htm,₹7.75 Lakh,2022,-,Petrol,5 Seats,"41,000 Kms",Ghaziabad,First Owner,1462 cc,Manual,2022,1462 cc,103.26 bhp,,,Petrol,k-series1.5l,1462 cc,103.26bhp@6000rpm,138nm@4400rpm,4,4,,,,,Manual,5 Speed,,,BS VI,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,Electronic,Tilt,,5.2,Ventilated Disc,Drum,,,3995 mm,1790 mm,1640 mm,5,,2500 mm,,,1115-1130 kg,1600 kg,5,17.03 kmpl,17.03 kmpl,48 Litres,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-plus-turbo-dct-cars-Noida_51e6e6bd-6459-4cbb-97ee-826e11f2fd46.htm,₹9.50 Lakh,Sept 2021,-,Petrol,5 Seats,"46,000 Kms",New Delhi,First Owner,998 cc,Automatic,2021,998 cc,118.36 bhp,,FWD,Petrol,Smartstream G1.0 T-GDi,998 cc,118.36bhp@6000rpm,172nm@1500-4000rpm,3,4,,GDi,Yes,,Automatic,7 Speed DCT,,,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with Coil Spring,Electric,Tilt,Rack & Pinion,,Disc,Drum,,,3995 mm,1790 mm,1642 mm,5,,2500 mm,,,1505 kg,,5,18.3 kmpl,18.3 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,7.13s,,,,,,,,,,18.53s@124.96kmph,11.94s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-dct-cars-Noida_8fc62ef5-e46e-48ee-b217-b85448bcde1f.htm,₹10.95 Lakh,Aug 2021,-,Petrol,5 Seats,"83,000 Kms",Kanpur,First Owner,1451 cc,Automatic,2021,1451 cc,141 bhp,,FWD,,1.5 L Turbocharged Intercooled,1451 cc,141bhp@5000rpm,250Nm@1600-3600rpm,4,4,,,Yes,,Automatic,6-Speed DCT,,,BS VI,Macpherson Strut with Stabilizer bar,Semi Independent Helical Spring Torison Beam,Power,Tilt & Telescopic,Rack & Pinion,,Disc,Disc,,,4655 mm,1835 mm,1760 mm,5,192 mm,2750 mm,,,1820 kg,,5,8.61 kmpl,,60 Litres,12.25 kmpl,192,,,,,,,,,,,,,,,,45.20m,19.09s@115.54kmph,08.55s,28.52m,,,,,,,,,,13.79s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-sunroof-bsvi-cars-Greater-Noida_3965a5a4-9b6d-47db-bcd2-a27d854be131.htm,₹8 Lakh,2022,-,Petrol,5 Seats,"29,000 Kms",Noida,First Owner,1197 cc,Manual,2022,1197 cc,108.6 bhp,,FWD,,1.2L Turbo Petrol,1197 cc,108.6bhp@5000rpm,200Nm@2000-3500rpm,3,4,DOHC,MPFI,Yes,,Manual,6 Speed,,,BS VI,MacPherson Strut with anti-roll bar,Twist beam suspension with Coil Spring,Power,Collapsible,,5.3 m,Disc,Disc,,,3995 mm,1821 mm,1627 mm,5,180 mm,2600 mm,,,1345 kg,,5,17 kmpl,17 kmpl,42 Litres,,180mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-turbo-cars-Gurgaon_fe8678c7-932a-4b0b-9bde-ff82dce3c14f.htm,₹7 Lakh,2021,-,Petrol,5 Seats,"1,00,000 Kms",Noida,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,,FWD,Petrol,Kappa 1.0 L Turbo GDi Petrol,998 cc,118.35bhp@6000rpm,172Nm@1500-4000rpm,3,4,,GDi,Yes,,Manual,6-Speed,,,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt,Rack & Pinion,,Disc,Drum,,,3995 mm,1770 mm,1605 mm,5,,2500 mm,,,1340 kg,,5,18.27 kmpl,18.27 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-cla-200-cgi-sport-cars-Gurgaon_9076cad8-049d-4900-8dae-600ab7644570.htm,₹25 Lakh,May 2019,-,Petrol,5 Seats,"29,684 Kms",Kolkata,First Owner,1991 cc,Automatic,2019,1991 cc,183 bhp,235  kmph,FWD,Petrol,In Line Petrol Engine,1991 cc,183bhp@5500rpm,300Nm@1200-4000rpm,4,4,DOHC,Direct Injection,Yes,No,Automatic,7 Speed,,,Euro VI,MacPherson Strut,Four Link,Power,Height & Reach,Direct Steer,5.5 metres,Disc,Disc,7.8 Seconds,7.8 Seconds,4630 mm,1777 mm,1432 mm,5,160 mm,2699 mm,1549 mm,1547 mm,1510 kg,1955 kg,4,,15.04 kmpl,56 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-cars-Faridabad_3d5a2a5d-38ac-4bf8-a772-e5fffd7bb7f1.htm,₹11.25 Lakh,Jul 2020,-,Petrol,5 Seats,"45,000 Kms",Gurgaon,First Owner,1368 cc,Automatic,2020,1368 cc,160.77 bhp,186.69  kmph,4X2,,1.4-Litre 4-Cyl Multiair,1368 cc,160.77bhp@3750rpm,250Nm@1750-2500rpm,4,4,DOHC,CRDI,Yes,No,Automatic,7 Speed,,,BS VI,McPherson Strut with Lower Control Arm Disc,Multi Link Suspension with Strut Assembly,Power,Tilt & Telescopic,Rack & Pinion,,Disc,Discs,9.99 Seconds,9.99 Seconds,4395 mm,1818 mm,1640 mm,5,178 mm,2636 mm,,,1562 s kg,,5,14.1 kmpl,14.1 kmpl,60 Litres,,178mm,,,,,,,,,,,,,,,,47.76m,,,,,,29.05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
