url,Price,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Top Speed,Drive Type,Fuel,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Turbo Charger,Super Charge,Transmission Type,Gearbox,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Steering Gear Type,Turning Radius,Front Brake Type,Rear Brake Type,Acceleration,0-100kmph,Length,Width,Height,Seating Capacity,Ground Clearance Unladen,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,No. of Doors,Mileage,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Petrol Highway Mileage,Ground Clearance,Global NCAP Safety Rating,Boot Space,Shock Absorbers Type,Range,Battery Capacity,Charging Time DC,Charging Time AC,Motor Type,Battery Warranty,Charging Time (A.C),Charging Time (D.C),Charging Port,Acceleration 0-100kmph,Charging Time,Fast Charging,Braking (100-0kmph),Quarter Mile (Tested),City driveability (20-80kmph),Braking (80-0 kmph),No. of Airbags,Diesel Highway Mileage,Braking (60-0 kmph),Alloy Wheel Size Front,Alloy Wheel Size Rear,Reported Boot Space,Reported Ground Clearance (Unladen),Drag Coefficient,Quarter Mile,0-100Kmph (Tested),Ground Clearance (Laden),Boot Space Rear Seat Folding,Motor Power,Battery Type,Regenerative Braking,Regenerative Braking Levels,Charging Options,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Charging Time (50 kW DC Fast Charger),Petrol Mileage WLTP,3rd Gear (30-80kmph),4th Gear (40-100kmph),Range - Tested,Acceleration 0-60kmph,Emission Control System,Approach Angle,Break-over Angle,Departure Angle,CNG Mileage ARAI,CNG Fuel Tank Capacity,Secondary Fuel Type,Petrol Mileage (ARAI),Petrol Fuel Tank Capacity (Litres)
https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-sv-cars-Gurgaon_e93279cc-88d0-4f42-ab12-2fb5d217eeea.htm,₹3.50 Lakh,2014,Comprehensive,Petrol,5 Seats,"96,000 Kms",New Delhi,Second Owner,1497 cc,Automatic,2014,1497 cc,117.3 bhp,195  kmph,FWD,Petrol,i VTEC Engine,1497 cc,117.3bhp@6600rpm,145Nm@4600rpm,4,4,SOHC,PGM-Fi,No,No,Automatic,5 Speed CVT,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Collapsible,Rack & Pinion,5.3 meters,Disc,Drum,10 Seconds,10 Seconds,4440 mm,1695 mm,1495 mm,5,165 mm,2600 mm,1480 mm,1465 mm,1065 kg,,4,18 kmpl,18 kmpl,40 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-bsvi-cars-New-Delhi_99a42d56-fbea-4da4-b901-f8c1a4c67cba.htm,₹19.99 Lakh,Mar 2023,Comprehensive,Petrol,7 Seats,"19,000 Kms",HR98,First Owner,1999 cc,Automatic,2023,1999 cc,197.13 bhp,,FWD,Petrol,2.0L Turbo Petrol,1999 cc,197.13bhp@5000rpm,380Nm@1750-3000rpm,4,4,,TGDi,Yes,,Automatic,6-speed,,,BS VI,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt,,,Ventilated Disc,Solid Disc,,,4695 mm,1890 mm,1755 mm,7,,2750 mm,,,1850 kg,,5,11 kmpl,,60 Litres,13 kmpl,,,,,,,,,,,,,,,,,35.48m,16.83s @ 135.98kmph,,24.89m,,,,,,,,,,9.48s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-nexon-smart-plus-cars-Gurgaon_7b1c4486-b918-4c90-857f-677d70a93cf0.htm,₹8 Lakh,2024,Zero Dep,Petrol,5 Seats,"26,500 Kms",Hisar,First Owner,1199 cc,Manual,2024,1199 cc,118.27 bhp,180  kmph,FWD,,1.2L Turbocharged Revotron,1199 cc,118.27bhp@5500rpm,170Nm@1750-4000rpm,3,4,,,Yes,,Manual,5-Speed,,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,,,Disc,Drum,,,3995 mm,1804 mm,1620 mm,5,208 mm,2498 mm,,,,,5,17.44 kmpl,17.44 kmpl,44 Litres,,208 mm,5 Star,382 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-15-gtx-plus-diesel-at-dt-cars-Noida_928b4ea0-25c0-4078-a543-c217692b1093.htm,₹7.95 Lakh,2021,-,Diesel,5 Seats,"1,06,000 Kms",Gorakhpur,First Owner,1493 cc,Automatic,2021,1493 cc,113.42 bhp,,FWD,Diesel,1.5L CRDi VGT,1493 cc,113.42bhp@4000rpm,250nm@1500-2750rpm,4,4,,CRDi,Yes,,Automatic,6 Speed,,45 Litres,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with Coil Spring,Electric,Tilt,Rack & Pinion,,Disc,Drum,,,3995 mm,1790 mm,1642 mm,5,,2500 mm,,,1505 kg,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-e-plus-cars-New-Delhi_0e6c7853-5857-4ee4-867c-f010811f2041.htm,₹6.25 Lakh,Mar 2017,-,Petrol,5 Seats,"88,000 Kms",New Delhi,First Owner,1591 cc,Manual,2017,1591 cc,121.3 bhp,165  kmph,FWD,,VTVT Petrol Engine,1591 cc,121.3bhp@6400rpm,151Nm@4850rpm,4,4,DOHC,MPFI,No,No,Manual,6 Speed,,,BS VI,MacPherson Strut,Coupled Torsion Beam Axle,Power,Tilt Steering,Rack & Pinion,5.3 metres,Disc,Drum,10.5 Seconds,10.5 Seconds,4270 mm,1780 mm,1630 mm,5,190 mm,2590 mm,,,"1,300 kg",,5,15.29 kmpl,15.29 kmpl,55 Litres,,190mm,,,Coil Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-amt-diesel-cars-Faridabad_d1576afa-c403-428b-a582-479a76c32f58.htm,₹9.50 Lakh,2023,-,Diesel,5 Seats,"60,000 Kms",Faridabad,First Owner,1497 cc,Automatic,2023,1497 cc,115.05 bhp,,FWD,Diesel,CRDi,1497 cc,115.05bhp@3750rpm,300Nm@1500-2500rpm,4,4,,Di,Yes,,Automatic,6-Speed,,42 Litres,BS VI 2.0,MacPherson Strut with Anti-roll Bar,Twist Beam Suspension with Coil Spring,,Tilt,,5.3,Disc,Disc,,,3995 mm,1821 mm,1627 mm,5,,2600 mm,,,,,5,,,,,,5 Star,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Skoda-octavia-style-cars-New-Delhi_2a7f4992-0b37-41f7-8c98-85020fbfda34.htm,₹17.75 Lakh,Dec 2021,-,Petrol,5 Seats,"46,000 Kms",Gurgaon,First Owner,1984 cc,Automatic,2021,1984 cc,187.74 bhp,,FWD,Petrol,2.0 L TSI Petrol Engine,1984 cc,187.74bhp@4180-6000rpm,320nm@1500-3990rpm,4,4,,direct injection,Yes,,Automatic,7-speed DSG,,,BS VI,MacPherson suspension,"Multilink suspension, one longitudinal and three transverse arms",Electric,Tilt and Telescopic,Rack & Pinion,5.2,Disc,Disc,,,4689 mm,1829 mm,1469 mm,5,137 mm,2680 mm,,,1430 kg,2017 kg,5,15.81 kmpl,15.81 kmpl,50 Litres,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,106mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-Gurgaon_720e8cf6-6ccf-4abb-9e7d-87912b7fa8b8.htm,₹64 Lakh,Jan 2022,-,Diesel,5 Seats,"44,266 Kms",Noida,First Owner,2993 cc,Automatic,2022,2993 cc,261.50 bhp,,AWD,Diesel,TwinPower Turbo 6-cylinder engine,2993 cc,261.50bhp@4000rpm,620Nm@1500-2500rpm,6,4,,,Twin,No,Automatic,8-Speed Steptronic,13.38 kmpl,80 Litres,BS VI,Adaptive 2-axle Air Suspension,Adaptive 2-axle Air Suspension,Power,,,,Disc,Disc,6.5,6.5,4922 mm,2218 mm,1745 mm,5,,2975 mm,1666 mm,1686 mm,2060 kg,,5,13.38 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-amaze-e-i-vtech-cars-Ghaziabad_8546ca28-0aed-47b9-b2b1-2a9d2f61b060.htm,₹2.90 Lakh,2014,-,Petrol,5 Seats,"90,000 Kms",Noida,Second Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,160  kmph,FWD,Petrol,i-VTEC Petrol Engine,1198 cc,86.7bhp@6000rpm,109Nm@4500rpm,4,4,SOHC,,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Collapsible Steering,Rack & Pinion,4.5 meters,Disc,Drum,15 Seconds,15 Seconds,3990 mm,1680 mm,1505 mm,5,165 mm,2405 mm,,,940 kg,,4,18 kmpl,18 kmpl,35 Litres,,,,,Coil Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-xc60-momentum-d4-bsiv-cars-Gurgaon_8bb77aa2-b78a-41d1-9972-3f6ff802451f.htm,₹29 Lakh,Jan 2018,-,Diesel,5 Seats,"59,000 Kms",Gurgaon,Second Owner,1969 cc,Automatic,2018,1969 cc,190 bhp,210  kmph,AWD,Diesel,Turbo Diesel Engine,1969 cc,190bhp,400Nm,4,4,DOHC,CRDi,Yes,No,Automatic,8 Speed,11.2 kmpl,60 Litres,BS IV,MacPherson Strut,Multi Link,Power,Tilt & Adjustable,Rack & Pinion,,Disc,Disc,,,4688 mm,1902 mm,1658 mm,5,223 mm,2865 mm,1655 mm,1659 mm,1755 kg,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-crdi-at-sx-plus-cars-New-Delhi_4c3f2e8e-ac66-4923-b221-f49da285e62b.htm,₹8.99 Lakh,Jan 2020,-,Diesel,5 Seats,"75,000 Kms",New Delhi,First Owner,1582 cc,Automatic,2020,1582 cc,126.2 bhp,190  kmph,FWD,,U2 CRDI VGT Engine,1582 cc,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4,4,DOHC,CRDi,Yes,No,Automatic,6 Speed,17.01 kmpl,55 Litres,BS VI,MacPherson Strut,Coupled Torsion Beam Axle,Power,Tilt Steering,Rack & Pinion,5.3 metres,Disc,Drum,10.5 Seconds,10.5 Seconds,4270 mm,1780 mm,1630 mm,5,190 mm,2590 mm,,,1320 kg,,5,17.01 kmpl,,,,190mm,,,Coil Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-plus-turbo-dct-bsiv-cars-Gurgaon_07147fa8-e1eb-4118-8dca-ec953da514df.htm,₹8 Lakh,2019,-,Petrol,5 Seats,"30,000 Kms",Gurgaon,First Owner,998 cc,Automatic,2019,998 cc,118.35 bhp,,FWD,Petrol,,998 cc,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3,4,,GDi,Yes,,Automatic,7-Speed,,,,McPherson Strut,Coupled Torsion Beam Axie,Power,Tilt,Rack & Pinion,,Disc,Drum,,,3995 mm,1770 mm,1605 mm,5,,2500 mm,,,1440 kg,,5,18.15 kmpl,18.15 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-glanza-g-cars-New-Delhi_6383c344-556c-4e1b-811e-76363bdf9148.htm,₹5.50 Lakh,Oct 2019,Comprehensive,Petrol,5 Seats,"56,000 Kms",New Delhi,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,FWD,Petrol,Petrol Engine,1197 cc,81.80bhp@6000rpm,113Nm@4200rpm,4,4,,,no,,Manual,5-Speed,,,BS VI,MacPherson Strut,Torsion Beam,Electric,Tilt & Telescopic,,4.9,Disc,Drum,,,3995 mm,1745 mm,1510 mm,5,,2520 mm,,,890 kg,1340 kg,5,21.01 kmpl,21.01 kmpl,37 Litres,24.25 kmpl,,,,,,,,,,,,,,,,,44.58m,18.74s@120.76kmph,,28.45m,2,,,,,,,,,13.19s,,,,,,,,,,,,,11.24s,20.52s,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-4x4-cars-New-Delhi_8ab0969f-797f-455c-8ea4-22a5d2141d7d.htm,₹8.25 Lakh,Jun 2018,-,Diesel,5 Seats,"79,500 Kms",Moradabad,Second Owner,1956 cc,Manual,2018,1956 cc,170 bhp,,4X4,,2.0-Litre 4-Cyl Multijet,1956 cc,170bhp@3750rpm,350Nm@1750-2500rpm,4,4,DOHC,CRDI,Yes,No,Manual,6 Speed,16.3 kmpl,60 Litres,BS IV,McPherson Strut with Lower Control Arm Disc,Multi Link Suspension with Strut Assembly,Power,Tilt & Telescopic,Rack & Pinion,,Disc,Discs,10.03 Seconds,10.03 Seconds,4395 mm,1818 mm,1640 mm,5,178 mm,2636 mm,,,1641 s kg,,5,16.3 kmpl,,,,178mm,,,,,,,,,,,,,,,,45.09m,,,,,11.07 kmpl,27.56m,,,,,,11.65 Seconds,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-tsi-highline-at-bsvi-cars-Gurgaon_82a066f0-317e-41e3-867f-2e8b6cbf2da4.htm,₹16.50 Lakh,2021,-,Petrol,5 Seats,"6,000 Kms",HR98,Second Owner,999 cc,Automatic,2021,999 cc,113.98 bhp,,,Petrol,1.0L TSI,999 cc,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3,4,,TSI,Yes,,Automatic,6-Speed,,,BS VI,McPherson suspension and stabiliser bar,Twist beam axle`,Electric,Tilt & Telescopic,,5.05,Disc,Drum,,,4221 mm,1760 mm,1612 mm,5,188 mm,2651 mm,1531 mm,1516 mm,1255 kg,1670 kg,5,18.41 kmpl,18.41 kmpl,50 Litres,,188,,,,,,,,,,,,,,,,41.33m,18.59s @ 121.49kmph,,25.47m,,,,,,,,,,13.08s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-lxi-bsvi-cars-Faridabad_f04b16cc-aca0-4bea-971d-6db9509df603.htm,₹5.45 Lakh,Sept 2023,Comprehensive,Petrol,5 Seats,"33,156 Kms",New Delhi,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,,,Petrol,,1197 cc,88.50bhp@6000rpm,113Nm@4400rpm,4,4,,,,,Manual,5 Speed,,,BS VI,Mac Pherson Strut,Torsion Beam,Electric,Tilt,,4.8,Disc,Drum,,,3995 mm,1735 mm,1515 mm,5,,2450 mm,,,880-915 kg,1335 kg,4,22.41 kmpl,22.41 kmpl,37 Litres,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-g-cars-New-Delhi_c0e5c1cf-bf0c-4676-96f6-4f3f64971147.htm,₹12.80 Lakh,Aug 2022,Comprehensive,Petrol,5 Seats,"44,500 Kms",Noida,First Owner,1497 cc,Automatic,2022,1497 cc,113.42 bhp,,2WD,Petrol,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144nm@4500rpm,4,4,DOHC,MPI,No,No,Automatic,6-Speed IVT,,,BS VI,McPherson Strut & Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt & Telescopic,Rack & Pinion,,Disc,Disc,11.8,11.8,4315 mm,1800 mm,1645 mm,5,,2610 mm,,,1555 kg,,5,16.8 kmpl,16.8 kmpl,50 Litres,,,,,,,,,,,,,,,,,,40.93m,17.02s @135.44kmph,5.47s,25.51m,,,,,,,,,,9.51s,190mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-New-Delhi_ca1b3a05-792e-40b7-838b-6af71cc0423a.htm,₹18.75 Lakh,Jul 2022,Comprehensive,Petrol,7 Seats,"36,000 Kms",Faridabad,First Owner,1999 cc,Automatic,2022,1999 cc,197.13 bhp,,FWD,Petrol,2.0L Turbo Petrol,1999 cc,197.13bhp@5000rpm,380Nm@1750-3000rpm,4,4,,TGDi,Yes,,Automatic,6-Speed,,,BS VI,McPherson Strut Independent Suspension with FSD and Stabilizer bar,Multi-Link Independent Suspension with FSD Stabilizer bar,Power,Tilt & Telescopic,,,Ventilated Disc,Solid Disc,,,4695 mm,1890 mm,1755 mm,7,,2750 mm,,,1850 kg,,5,11 kmpl,,60 Litres,13 kmpl,,,,,,,,,,,,,,,,,35.48m,16.83s @ 135.98kmph,,24.89m,,,,,,,,,,9.48s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-300-cars-Gurgaon_80387da9-b3fe-4c64-a031-4bbcfb4550f1.htm,₹60 Lakh,Jan 2024,-,Petrol,5 Seats,"28,743 Kms",HR98,First Owner,1999 cc,Automatic,2024,1999 cc,254.79 bhp,240  kmph,4WD,Petrol,M254,1999 cc,254.79bhp@5800rpm,400Nm@1800-2200rpm,4,4,,MPI,,,Automatic,9-Speed,,,,Multi-link suspension,Multi-link suspension,Electric,tilt and telescopic,,,,,6.2 s,6.2 s,4716 mm,1890 mm,1640 mm,5,,3095 mm,1561 mm,1640 mm,2000 kg,2550 kg,5,,,66 Litres,12.7 kmpl,,,620 Litres,,,,,,,,,,,,,,,,,,,,,19 Inch,19 Inch,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-gtx-plus-diesel-at-bsvi-cars-Ghaziabad_b2504ec9-42f2-4272-9343-fee28916f0a2.htm,₹9 Lakh,Mar 2021,Comprehensive,Diesel,5 Seats,"55,632 Kms",nurpur,First Owner,1493 cc,Automatic,2020,1493 cc,113.43 bhp,,FWD,Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,4,4,,CRDi,Yes,,Automatic,6-Speed,,45 Litres,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt,,,Disc,Drum,,,3995 mm,1790 mm,1642 mm,5,,2500 mm,,,kerb weight kg,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-amaze-vx-i-vtec-cars-Noida_1cd5f6a7-a2fd-44e8-92f0-759af181acf0.htm,₹3.96 Lakh,May 2018,Comprehensive,Petrol,5 Seats,"67,000 Kms",New Delhi,First Owner,1198 cc,Manual,2018,1198 cc,86.7 bhp,160  kmph,FWD,Petrol,i-VTEC Petrol Engine,1198 cc,86.7bhp@6000rpm,109Nm@4500rpm,4,4,SOHC,MPFi,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Collapsible,Rack & Pinion,4.5 metres,Disc,Drum,15 Seconds,15 Seconds,3990 mm,1680 mm,1505 mm,5,165 mm,2405 mm,,,955 kg,,4,17.8 kmpl,17.8 kmpl,35 Litres,,,,,Coil Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-6str-at-cars-New-Delhi_4ac2be1a-46ae-4c05-9b59-34c1aec11f7b.htm,₹19.50 Lakh,Dec 2024,Comprehensive,Petrol,6 Seats,"12,000 Kms",Chandigarh,First Owner,1999 cc,Automatic,2024,1999 cc,197 bhp,,FWD,Petrol,mStallion,1999 cc,197bhp@5000rpm,380Nm@1750-3000rpm,4,4,,,Yes,,Automatic,6-Speed,,,BS VI 2.0,MacPherson Strut suspension,"Multi-link, Solid Axle",,Tilt,,,Ventilated Disc,Solid Disc,,,4695 mm,1890 mm,1755 mm,6,,2750 mm,,,,,5,13 kmpl,13 kmpl,60 Litres,,,,240 Litres,,,,,,,,,,,,,,,,,,,,,18 Inch,18 Inch,240 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Renault-duster-110ps-diesel-rxl-amt-cars-Noida_7f6071ca-68bc-48b9-a4cb-efe314b7b86d.htm,₹2.95 Lakh,2017,-,Diesel,5 Seats,"1,50,000 Kms",Jhajjar,Second Owner,1461 cc,Automatic,2017,1461 cc,108.45 bhp,168  kmph,FWD,,dCi THP Diesel Engine,1461 cc,108.45bhp@4000rpm,245Nm@1750rpm,4,4,DOHC,CRDi,Yes,No,Automatic,6 Speed,19.6 kmpl,50 Litres,,MacPherson Strut,Trailing Arm,Power,Tilt,Rack & Pinion,5.2 meters,Disc,Drum,12.5 Seconds,12.5 Seconds,4315 mm,1822 mm,1695 mm,5,205 mm,2673 mm,1560 mm,1567 mm,1245 kg,1813 kg,5,19.6 kmpl,,,,205mm,,,Double Acting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-15-tsi-gt-plus-bsvi-cars-New-Delhi_ed684fbc-15bd-4f96-a10a-aa8677563a8e.htm,₹12.50 Lakh,Jul 2022,Third Party,Petrol,5 Seats,"46,000 Kms",New Delhi,First Owner,1498 cc,Manual,2022,1498 cc,147.51 bhp,150.49 kmph,,Petrol,1.5L TSI EVO with ACT,1498 cc,147.51bhp@5000-6000rpm,250Nm@1600-3500rpm,4,4,,TSI,Yes,,Manual,7-Speed DSG,,,BS VI,McPherson suspension and stabiliser bar,Twist beam axle,Electric,Tilt & Telescopic,,5.05,Disc,Drum,,,4221 mm,1760 mm,1612 mm,5,188 mm,2651 mm,1531 mm,1516 mm,1312 kg,1700 kg,5,17.88 kmpl,17.88 kmpl,50 Litres,,188,,,,,,,,,,,,,,,,38.80m,17.37s@ 134.75kmph,6.08s,24.35m,,,,,,,,,,10.08s,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-tiago-xt-option-cars-Gurgaon_e9009b9b-eae6-4658-bed5-b24f441e76ca.htm,₹4.18 Lakh,Mar 2021,-,Petrol,5 Seats,"68,000 Kms",New Delhi,First Owner,1199 cc,Manual,2021,1199 cc,84.48 bhp,150  kmph,FWD,Petrol,1.2 L Revotron,1199 cc,84.48bhp@6000rpm,113Nm@3300rpm,3,4,,,,,Manual,5-Speed,,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,,,,,Disc,Drum,,,3765 mm,1677 mm,1535 mm,5,170 mm,2400 mm,,,,,5,20.09 kmpl,20.09 kmpl,35 Litres,,,4 Star,242 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-lux-diesel-amt-cars-Greater-Noida_dbcb5fc5-5b33-43c0-8ea4-96fe0ac5f7b5.htm,₹9.50 Lakh,2023,Zero Dep,Diesel,5 Seats,"72,000 Kms",Noida,First Owner,1497 cc,Automatic,2023,1497 cc,113.42 bhp,,,Diesel,1.5l Turbocharged Revotorq,1497 cc,113.42bhp@3750rpm,260Nm@1500-2750rpm,4,4,,,Yes,,Automatic,6-Speed,24.07 kmpl,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring",Semi-Independent; closed profile Twist beam with Coil Spring and shock absorber,Electric,,,5.1,Disc,Drum,,,3993 mm,1811 mm,1606 mm,5,209 mm,2498 mm,,,done kg,,5,24.07 kmpl,,,,209,5 Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-xl6-zeta-cars-New-Delhi_ddbb674f-cabd-4ac8-85bb-c2a20233782b.htm,₹8.65 Lakh,Feb 2020,-,Petrol,6 Seats,"55,000 Kms",New Delhi,First Owner,1462 cc,Manual,2020,1462 cc,103.2 bhp,,FWD,Petrol,K15B Smart Hybrid,1462 cc,103.2bhp@6000rpm,138nm@4400rpm,4,4,,,,,Manual,5-Speed,,,BS VI,McPherson Strut & Coil Spring,Torsion Beam & Coil Spring,Power,Tilt,Rack & Pinion,5.2 metres,Ventilated Disc,Leading & Trailing Drum,,,4445 mm,1775 mm,1700 mm,6,,2740 mm,1590 mm,1570 mm,1180 kg,1730 kg,5,19.01 kmpl,19.01 kmpl,45 Litres,18 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-g-cars-New-Delhi_84efd025-e44b-4262-ab8d-3df6ea7580c6.htm,₹9.50 Lakh,Mar 2020,Comprehensive,Petrol,5 Seats,"67,000 Kms",Faridabad,Second Owner,1497 cc,Automatic,2020,1497 cc,113.42 bhp,,2WD,Petrol,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144nm@4500rpm,4,4,DOHC,MPI,No,No,Automatic,6-Speed IVT,,,BS VI,McPherson Strut & Coil Spring,Coupled Torsion Beam Axle with Coil Spring,Electric,Tilt & Telescopic,Rack & Pinion,,Disc,Disc,11.8,11.8,4315 mm,1800 mm,1645 mm,5,,2610 mm,,,1555 kg,,5,16.8 kmpl,16.8 kmpl,50 Litres,,,,,,,,,,,,,,,,,,40.93m,17.02s @135.44kmph,5.47s,25.51m,,,,,,,,,,9.51s,190mm,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-amaze-vx-i-vtec-cars-Noida_e0170d54-cba9-4aa2-845e-72603e89fb32.htm,₹3.96 Lakh,May 2018,Comprehensive,Petrol,5 Seats,"67,000 Kms",New Delhi,First Owner,1198 cc,Manual,2018,1198 cc,86.7 bhp,160  kmph,FWD,Petrol,i-VTEC Petrol Engine,1198 cc,86.7bhp@6000rpm,109Nm@4500rpm,4,4,SOHC,MPFi,No,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Power,Tilt & Collapsible,Rack & Pinion,4.5 metres,Disc,Drum,15 Seconds,15 Seconds,3990 mm,1680 mm,1505 mm,5,165 mm,2405 mm,,,955 kg,,4,17.8 kmpl,17.8 kmpl,35 Litres,,,,,Coil Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
